학원명,주소,Latitude,Longitude,정원합계,일시수용능력인원합계
킹스키즈어학원,서울특별시 강남구 영동대로50길 14,37.4986674,127.0703297,207,273
새움학원,서울특별시 강남구 도곡로 503,37.4993869,127.061403,11610,120
티엔아카데미원격학원,서울특별시 강남구 논현로 813,37.5212017,127.027746,700,0
지식학원,서울특별시 강남구 압구정로30길 17,37.5263249,127.0295435,50,76
대공수학교습소,서울특별시 강남구 역삼로64길 13,37.5002262,127.05323,108,9
호연지기(浩然之氣)학원,서울특별시 강남구 삼성로58길 9,37.498729,127.0620103,55,133
엠스퀘어수학학원,서울특별시 강남구 압구정로30길 17,37.5263249,127.0295435,48,72
3에스잉글리쉬영어교습소,서울특별시 강남구 압구정로 114,37.5232774,127.021304,3,3
노아알오아이학원,서울특별시 강남구 도산대로35길 50,37.5241023,127.030624,82,181
두들펀(Doodle fun)미술학원,서울특별시 강남구 남부순환로363길 13,37.4861116,127.037679,14,53
에이플러스(A+)영어수학학원,서울특별시 강남구 개포로22길 98,37.4753427,127.053248,180,76
송영지음악학원,서울특별시 강남구 학동로101길 26,37.5223046,127.0577361,63,53
김희진120%국어교습소,서울특별시 강남구 삼성로 324,37.5008476,127.0601302,5,5
인큐학원,서울특별시 강남구 테헤란로84길 14,37.5062549,127.0584323,50,48
알벨토음악교습소,서울특별시 강남구 삼성로119길 39,37.5152379,127.0483656,4,2
박준영논리속독학원,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,36,40
후스토연기학원,서울특별시 강남구 논현로128길 20,37.5136758,127.0327682,20,100
사람인아트스튜디오학원,서울특별시 서초구 서초대로53길 19,37.4959392,127.0144439,250,60
강남잉글리쉬아카데미학원,서울특별시 강남구 언주로164길 12,37.525153,127.0343807,124,147
기백한국사교습소,서울특별시 강남구 삼성로67길 3,37.5011014,127.0591126,30,5
더포트폴리오유학미술학원,서울특별시 강남구 압구정로30길 70,37.5228207,127.0288295,15,63
한국국제어학원,서울특별시 강남구 역삼로9길 21,37.4954602,127.0336576,100,100
신재하창작학원,서울특별시 강남구 남부순환로 2921,37.4936059,127.0597001,320,73
씽크네이처강남영어교습소,서울특별시 강남구 일원로9길 40,37.4901885,127.0848641,68,5
다산독서실,서울특별시 강남구 영동대로 211,37.4975483,127.0688261,262,87
은점토공예학원,서울특별시 강남구 테헤란로57길 23,37.5060725,127.0471229,34,40
서현수학교습소,서울특별시 강남구 도곡로 413,37.4975956,127.0557613,6,3
로드맵어학원,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,438,146
아담리즈수학대치센터학원,서울특별시 강남구 선릉로64길 19,37.4982405,127.0538602,28,70
고등수학신영동학원,서울특별시 강남구 학동로 413,37.5182096,127.0451825,10,113
신구보습학원,서울특별시 강남구 압구정로18길 8,37.5242768,127.0242794,16,75
고구려와허박사학원,서울특별시 강남구 삼성로 225,37.4971742,127.0613516,60,70
LK수학학원,서울특별시 강남구 선릉로64길 15-14,37.4989487,127.0533074,120,71
원리탐구학원,서울특별시 강남구 도곡로 420,37.4972019,127.0565523,325,128
클레스원미술교습소,서울특별시 강남구 선릉로82길 5,37.5025845,127.0505041,23,9
워너비영어교습소,서울특별시 강남구 삼성로61길 51,37.4981861,127.0563529,36,4
마루국어학원,서울특별시 강남구 삼성로 155,37.4938284,127.062941,144,107
아토즈아카데미학원,서울특별시 강남구 도곡로 460,37.4983942,127.0606446,280,192
숲정선수학교습소,서울특별시 강남구 삼성로 155,37.4938284,127.062941,36,3
주니어학원,서울특별시 강남구 도곡로 184,37.4916885,127.0397809,56,85
백년대계수학교습소,서울특별시 강남구 삼성로67길 3,37.5011014,127.0591126,15,5
신현수맞춤수학수학교습소,서울특별시 강남구 삼성로 151,37.4921261,127.0625653,24,9
세정스카이3층학원,서울특별시 강남구 도곡로 446,37.4979979,127.059403,8015,134
뉴청샘학원,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957,144,68
스터디브릭스학원,서울특별시 강남구 삼성로 315,37.4999536,127.059922,96,148
K2I수학올림피아드학원,서울특별시 강남구 삼성로67길 22,37.5008433,127.057656,600,74
하이앤드에듀(HighEnd Edu.)학원,서울특별시 강남구 역삼로 462,37.502626,127.0578107,50,82
엘리트과학교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,22,2
히스토리아사회교습소,서울특별시 강남구 역삼로64길 26,37.4994478,127.0533138,24,8
압구정에듀홀릭학원,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957,32,77
에듀바이스맞춤교육영어교습소,서울특별시 강남구 선릉로64길 15-12,37.4988372,127.0533605,24,2
윤선생우리집앞세곡리엔파크영어교습소,서울특별시 강남구 헌릉로570길 34,37.4631419,127.1034644,50,5
뮤닥터실용음악학원,서울특별시 강남구 강남대로94길 70,37.5006547,127.0328462,40,77
청담에이케이(AK)보컬학원,서울특별시 강남구 도산대로99길 52,37.5269044,127.0491199,70,69
탑클래스수학교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,25,5
생각하는황소2관학원,서울특별시 강남구 역삼로98길 23,37.5034299,127.0650207,30,122
헬시언플라워학원,서울특별시 강남구 논현로151길 11,37.520209,127.0272846,20,47
골근위수영뷰티아카데미학원,서울특별시 강남구 도산대로 539,37.5251555,127.0526252,200,48
유로1104(Euro1104)에이피(AP)교습소,서울특별시 강남구 압구정로29길 72-1,37.5322852,127.0283977,16,4
오르비클래스원격학원,서울특별시 강남구 테헤란로55길 17,37.5056561,127.0470619,2369763,0
미강에듀학원,서울특별시 강남구 삼성로57길 38,37.4974426,127.058037,230,115
에쓰앤유과학학원,서울특별시 강남구 영동대로57길 28,37.4998959,127.0652973,24,73
에디센어학원,서울특별시 강남구 선릉로 319,37.4980257,127.0517245,70,303
스터디수독서실,서울특별시 강남구 테헤란로4길 29,37.4965879,127.0305731,128,128
배우의길연기학원,서울특별시 강남구 학동로33길 8,37.5163751,127.0323538,189,63
압구정윌리영어교습소,서울특별시 강남구 언주로173길 12,37.5282388,127.0324184,24,3
한티음악교습소,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,11,5
커피바리스타교육학원,서울특별시 강남구 논현로94길 25-4,37.5031343,127.0383786,88,48
브라이트잉글리쉬(Bright English)영어교습소,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,42,6
코칭영어교습소,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,2,1
진아카데미학원,서울특별시 강남구 선릉로76길 34,37.5020325,127.0534169,120,70
지앤아트미술교습소,서울특별시 강남구 개포로109길 9,37.4941844,127.0752156,4,8
바룸학원,서울특별시 강남구 삼성로58길 39,37.4994486,127.0642747,12,36
씨엠에스(CMS)대치입시센터2관학원,서울특별시 강남구 삼성로 334,37.5015069,127.0599056,495,117
플라즈마고등1관학원,서울특별시 강남구 삼성로 341,37.5019016,127.0589304,1590,184
프라이드제이어학원,서울특별시 강남구 논현로168길 36,37.5232127,127.0309526,213,115
영어나무학원,서울특별시 강남구 남부순환로 2941,37.4942268,127.0617852,830,69
꿈음악교습소,서울특별시 강남구 개포로22길 52,37.4759338,127.0499575,77,7
혜성과학교습소,서울특별시 강남구 삼성로63길 10,37.5000203,127.0593033,5,5
블랑쉬아트학원,서울특별시 강남구 봉은사로 319,37.509966,127.0418244,90,44
양일훈코스메틱아카데미학원,서울특별시 강남구 테헤란로8길 11-7,37.4983451,127.0320713,28,62
대치삼보어학원,서울특별시 강남구 남부순환로 2911-1,37.4927102,127.0577477,105,285
호묵스미디어교육학원,서울특별시 강남구 역삼로25길 3,37.4966426,127.0400613,30,30
피에스유(PSU)에듀센터어학원,서울특별시 강남구 강남대로92길 17,37.4991227,127.0287852,132,205
기똥찬수학교습소,서울특별시 강남구 도곡로 510,37.4989119,127.0619546,9,3
빨간펜수학의달인강남개포점교습소,서울특별시 강남구 개포로128길 8,37.4942914,127.0833713,6,3
강남예일영어교습소,서울특별시 강남구 개포로 512,37.4892714,127.0688177,12,8
나비스쿰유학미술학원,서울특별시 서초구 서초대로78길 48,37.4934895,127.0285991,512,78
에프엠에이(FMA)수학교습소,서울특별시 강남구 도곡로73길 14,37.4988032,127.0571972,28,4
책읽기독서논술교습소,서울특별시 강남구 역삼로52길 14,37.4985291,127.0479489,9,3
리드101삼성영어학원,서울특별시 강남구 학동로68길 7,37.5174448,127.0467984,1000,30
도곡스토리피아노교습소,서울특별시 강남구 역삼로64길 25,37.4994977,127.0535786,15,4
수리백수학교습소,서울특별시 강남구 개포로 508,37.4892091,127.0679609,54,9
매쓰포유수학교습소,서울특별시 강남구 삼성로67길 33,37.5003551,127.0569104,10,5
풍경소리미술학원,서울특별시 강남구 언주로173길 20,37.5281531,127.0318461,274,65
세라핌음악학원,서울특별시 강남구 강남대로84길 28,37.4969697,127.0309307,32,54
레베라어학원,서울특별시 강남구 논현로168길 18,37.5238067,127.0296884,915,154
리드101압구정영어학원,서울특별시 강남구 압구정로46길 30,37.5267516,127.0360833,1400,30
강의하는아이들대치학원,서울특별시 강남구 선릉로 319,37.4980257,127.0517245,599,64
대치셈수학교습소,서울특별시 강남구 삼성로64길 5,37.5008276,127.0609734,8,4
한솔피아노교습소,서울특별시 강남구 선릉로132길 39,37.5186631,127.0443742,12,5
현음악교습소,서울특별시 강남구 양재대로33길 25,37.4910937,127.0824284,48,4
주광호샘네모과학논술교습소,서울특별시 강남구 남부순환로 2917,37.4931481,127.0590766,9,3
워크룸신미술교습소,서울특별시 강남구 도산대로11길 5,37.5178137,127.0222988,18,9
연기이야기연기교습소,서울특별시 강남구 논현로 326,37.4944035,127.040185,9,9
시대인재11학원,서울특별시 강남구 삼성로 324,37.5008476,127.0601302,10530,156
글로벌마케터교육학원,서울특별시 강남구 논현로149길 75,37.5163563,127.0227561,36,57
메사(MESA)인재관학원,서울특별시 강남구 도곡로 511,37.4996664,127.0622284,171,163
호건영어교습소,서울특별시 강남구 도산대로27길 26,37.5213596,127.0275947,7,7
교인영어교습소,서울특별시 강남구 선릉로72길 12,37.5001703,127.0522837,8,4
책읽는미술관학원,서울특별시 강남구 삼성로147길 18,37.5218203,127.0470925,620,53
비바음악학원,서울특별시 강남구 헌릉로569,37.4657816,127.1011914,597,60
인터프렙어학원,서울특별시 강남구 역삼로 424,37.5010752,127.0534432,225,146
마이티애견미용학원,서울특별시 강남구 논현로 613,37.5085121,127.032959,12,55
트윈클어학원,서울특별시 강남구 도곡로63길 29,37.4988949,127.0535437,24,151
폴아카데미어학학원,서울특별시 강남구 삼성로85길 32,37.5047177,127.0546534,200,159
가슴시각미술교습소,서울특별시 서초구 신반포로 100,37.5030753,126.9956677,60,9
아이비퓨전댄스학원,서울특별시 강남구 선릉로93길 7,37.5052722,127.0478332,90,30
심영어교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,15,5
서하미술학원,서울특별시 강남구 논현로114길 11,37.5088395,127.0343136,800,181
대치현탑학원,서울특별시 강남구 도곡로77길 3,37.4984471,127.0584639,520,174
네오캣(NEO CAT)창의관미술학원,서울특별시 강남구 선릉로87길 10,37.5032255,127.0486827,2000,135
아이엠2관미술학원,서울특별시 강남구 선릉로76길 26,37.5017991,127.0526984,325,142
가우디미술학원,서울특별시 강남구 선릉로93길 27,37.5045565,127.0465481,100,71
박샘다비드조소학원,서울특별시 강남구 선릉로82길 5,37.5025845,127.0505041,194,146
아가페영어교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,6,3
카페바리스타아카데미학원,서울특별시 강남구 테헤란로10길 43,37.4963867,127.0334773,130,62
유씨국제교육개발원어학원,서울특별시 강남구 테헤란로83길 33,37.5095176,127.0567841,1400,178
다원중등2관학원,서울특별시 강남구 도곡로 521,37.5000321,127.0632277,490,70
정수학원,서울특별시 강남구 삼성로61길 18,37.4991996,127.0589307,60,109
시대인재3관학원,서울특별시 강남구 도곡로 510,37.4989119,127.0619546,10530,124
스타하우스트레이닝센터연기학원,서울특별시 강남구 역삼로 555,37.5050022,127.0633734,10,68
컨셉트바이제이영어교습소,서울특별시 강남구 역삼로64길 15,37.5001064,127.0532761,21,3
엠에스인스티튜트학원,서울특별시 강남구 역삼로78길 18,37.501327,127.0571143,110,67
뿌리깊은수학학원,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,28,104
이노영기타교습소,서울특별시 강남구 도곡로 129,37.4906307,127.0342709,4,9
탐수학교습소,서울특별시 강남구 삼성로 238,37.4986375,127.0614624,12,3
이에스씨에이씨티어학원,서울특별시 강남구 압구정로 208,37.5275362,127.029897,135,186
제이알에듀영어교습소,서울특별시 강남구 개포로82길 13-11,37.4887258,127.0681319,24,6
미즈노블청담글로벌뷰티아트센터미용학원,서울특별시 강남구 도산대로57길 13-4,37.5246889,127.0409872,100,71
운성학원,서울특별시 강남구 삼성로 233,37.4977699,127.0606416,120,104
판스토리음악학원,서울특별시 강남구 학동로4길 18,37.5102708,127.023156,33,20
김현정수학플러스학원,서울특별시 강남구 삼성로 225,37.4971742,127.0613516,570,80
케이에스(KS)연기학원,서울특별시 강남구 선릉로 815,37.5248974,127.0392938,104,88
우림학원,서울특별시 강남구 도곡로77길 7,37.4988033,127.0583171,222,74
LK인공지능수학학원,서울특별시 강남구 삼성로 313,37.4998263,127.0600673,50,46
미탐영재센터학원,서울특별시 강남구 삼성로51길 42,37.4955965,127.0586987,750,209
대찬영재의대센터학원,서울특별시 강남구 삼성로57길 28,37.4976861,127.0587286,12440,85
뮤직스토리음악교습소,서울특별시 강남구 밤고개로21길 25,37.4748705,127.1098391,16,8
형진영어학원,서울특별시 강남구 남부순환로 2936,37.4933573,127.0619092,200,126
리즈아트스튜디오미술교습소,서울특별시 강남구 학동로50길 14,37.5157154,127.0399537,15,9
입체와평면미술교습소,서울특별시 강남구 역삼로63길 21,37.5025465,127.0518572,216,9
앤드류권영어교습소,서울특별시 강남구 삼성로 155,37.4938284,127.062941,5,5
자그마치미술교습소,서울특별시 강남구 도산대로85길 30,37.5264323,127.0496672,4,4
피나클아카데미진로진학교습소,서울특별시 강남구 언주로173길 12,37.5282388,127.0324184,3,5
지를향하여학원,서울특별시 강남구 도곡로 516,37.4992034,127.0630995,50,86
박현국어학원,서울특별시 강남구 도곡로 448,37.4980552,127.0595812,239,74
함영원영어학원,서울특별시 강남구 남부순환로 2937,37.4941325,127.0615797,1275,215
함영원보습학원,서울특별시 강남구 남부순환로 2937,37.4941325,127.0615797,261,95
코스4.0학원,서울특별시 강남구 논현로159길 18,37.5231665,127.0266166,432,82
해강수학교습소,서울특별시 강남구 도곡로83길 8,37.5001452,127.0623722,5,7
비바스터디센터압구정독서실,서울특별시 강남구 논현로167길 19,37.5244905,127.026487,288,109
청명학원,서울특별시 강남구 선릉로130길 20,37.5161513,127.0434365,226,452
스티븐아카데미원격학원,서울특별시 강남구 선릉로86길 15,37.503546,127.0508294,0,200
다함에듀원격학원,서울특별시 강남구 도곡로 515,37.4998352,127.0626495,400,100
아인과학교습소,서울특별시 강남구 삼성로61길 10,37.4994045,127.0595613,8,8
서승원국어학원,서울특별시 강남구 논현로175길 40,37.5250912,127.0253317,100,111
혜안영어교습소,서울특별시 강남구 선릉로62길 32-1,37.4977464,127.0552964,21,2
봄그리고상상미술학원,서울특별시 강남구 헌릉로 569,37.4657816,127.1011914,132,49
유클래스수시논술교습소,서울특별시 강남구 삼성로61길 10,37.4994045,127.0595613,26,4
쌤과통하는학원,서울특별시 강남구 도산대로85길 30,37.5264323,127.0496672,80,73
정샘물아카데미학원,서울특별시 강남구 도산대로81길 25,37.5260266,127.0470695,145,76
대치에이닷영어학원,서울특별시 강남구 도곡로 423,37.497826,127.0567677,1040,88
마리엠아카데미학원,서울특별시 강남구 도산대로11길 22,37.5188771,127.0226683,20,77
몬스터학원,서울특별시 강남구 삼성로58길 29,37.4992421,127.0635885,230,81
듀크어학원,서울특별시 강남구 영동대로 231,37.4997861,127.0673274,156,207
라즈원격교습학원,서울특별시 강남구 삼성로71길 30,37.5017631,127.0564311,100,0
예섬초등의대관학원,서울특별시 강남구 도곡로 414,37.4968866,127.0558815,1250,142
생각하는영재학원,서울특별시 강남구 삼성로64길 51,37.5011262,127.0644719,78,75
세정초중등관학원,서울특별시 강남구 도곡로77길 14,37.4992943,127.0585913,1425,224
윤수학교습소,서울특별시 강남구 개포로 615,37.4926936,127.0756284,48,4
거인의어깨교육연구소학원,서울특별시 강남구 역삼로 546,37.5042425,127.0628906,3,10
김혜경영어교습소,서울특별시 강남구 도곡로93길 12,37.5010448,127.0654872,8,8
열정스토리학원,서울특별시 강남구 도곡로 409,37.4973819,127.0551699,163,75
대치소마2관학원,서울특별시 강남구 도곡로 515,37.4998352,127.0626495,40,68
씨앤씨스쿨연기학원,서울특별시 강남구 언주로129길 17,37.5139249,127.0338449,579,193
토즈도곡타워팰리스스마트독서실,서울특별시 강남구 언주로 120,37.4867517,127.051259,276,155
아담리즈수학압구정직영학원,서울특별시 강남구 언주로168길 15,37.5264494,127.0348867,56,91
박영배수학교습소,서울특별시 강남구 삼성로 231,37.4978277,127.0610138,9,3
강샘수학교습소,서울특별시 강남구 개포로109길 9,37.4941844,127.0752156,3,3
손과학학원,서울특별시 강남구 역삼로64길 12,37.5002182,127.0529095,1405,99
에듀플학원,서울특별시 강남구 삼성로 231,37.4978277,127.0610138,20,86
윈저로얄학원,서울특별시 강남구 언주로150길 14,37.5210154,127.0355075,60,207
(주)엠제이재즈피아노실용음악학원,서울특별시 강남구 테헤란로1길 28-14,37.5003749,127.0284593,70,56
대치리얼수학학원,서울특별시 강남구 도곡로 519,37.5000709,127.0629888,202,90
잉글리쉬&매쓰매니저학원,서울특별시 강남구 선릉로 642,37.5139798,127.0428133,252,163
시사쿡요리아카데미학원,서울특별시 강남구 테헤란로4길 28,37.4965132,127.0300705,1169,158
케이티케이(KTK)아카데미학원,서울특별시 강남구 테헤란로34길 19,37.5002916,127.0407025,180,96
디자인나스강남점학원,서울특별시 강남구 선릉로111길 17,37.5105069,127.0422066,46,76
여상진수리논술원격학원,서울특별시 강남구 도곡로 445,37.4986522,127.059031,0,100
세이노학원,서울특별시 강남구 삼성로63길 5,37.499872,127.059668,2760,89
그린램프라이브러리도곡캠퍼스독서실,서울특별시 강남구 언주로 325,37.4969157,127.0449922,146,73
씨에스제이(CSJ)영어학원,서울특별시 강남구 도곡로77길 8,37.4989048,127.058679,262,105
스터디피티학원,서울특별시 강남구 도곡로63길 27,37.4987844,127.0535968,1100,73
이루리2관학원,서울특별시 강남구 도곡로77길 5,37.4986723,127.058384,260,81
웰그로잉학원,서울특별시 강남구 학동로97길 42,37.5224946,127.0547327,16,78
압구정이지댄스아카데미학원,서울특별시 강남구 압구정로28길 22-10,37.5252628,127.0268712,90,51
브이에스비상2관학원,서울특별시 강남구 도곡로 458,37.4984543,127.0604313,150,112
수학의열쇠학원,서울특별시 강남구 역삼로 404,37.5005204,127.0514247,104,81
파리클라라네일아트자격증미용학원,서울특별시 강남구 테헤란로1길 28-14,37.5003749,127.0284593,80,72
사운디스트학원,서울특별시 강남구 논현로152길 32,37.5213536,127.0308295,141,178
애니포스만화학원,서울특별시 강남구 선릉로86길 7,37.503303,127.0503179,215,57
정영어학원,서울특별시 강남구 남부순환로 2941,37.4942268,127.0617852,470,68
이룸프리미엄스터디독서실,서울특별시 강남구 선릉로 227,37.4958321,127.0527291,242,121
오렌지큐브서울학원,서울특별시 강남구 도산대로89길 41,37.5269785,127.0521599,60,83
몬테키즈어학원,서울특별시 강남구 논현로152길 30,37.5213096,127.0306916,40,295
필수학학원,서울특별시 강남구 선릉로68길 10,37.4989656,127.052559,472,122
작은손아트스튜디오미술교습소,서울특별시 강남구 학동로68길 7,37.5174448,127.0467984,30,9
그리핀수학보습학원,서울특별시 강남구 남부순환로 2936,37.4933573,127.0619092,48,73
지엠그리핀수학보습학원,서울특별시 강남구 남부순환로 2936,37.4933573,127.0619092,48,91
카르마피직스(KARMAPHYSICS)물리교습소,서울특별시 강남구 역삼로78길 13,37.5016635,127.0572498,8,8
미래인재수학교습소,서울특별시 강남구 선릉로 320,37.4982828,127.0522138,40,5
수현과학교습소,서울특별시 강남구 삼성로57길 33,37.4973341,127.0583675,4,2
도성해법수학교습소,서울특별시 강남구 역삼로 315,37.5005462,127.0503306,12,3
미투스카이학원,서울특별시 강남구 삼성로 325,37.5007467,127.059549,160,203
쉿연기학원,서울특별시 강남구 논현로131길 33,37.5140664,127.0283924,7,50
이례연기학원,서울특별시 강남구 도곡로1길 14,37.4909042,127.0324853,30,199
다빈치독학재수학원,서울특별시 강남구 삼성로 227,37.4974041,127.0612407,40,131
세곡소마수학학원,서울특별시 강남구 헌릉로,37.4659155,127.1122506,10,70
드림팩토리컴퓨터학원,서울특별시 강남구 학동로59길 24,37.5188297,127.0445253,515,45
트렌미미용학원,서울특별시 강남구 봉은사로 119,37.5054446,127.0266779,1850,103
대치어썸팩토리독서실,서울특별시 강남구 삼성로64길 32,37.5004196,127.0630716,805,161
에스플러스학원,서울특별시 강남구 테헤란로6길 48,37.4955524,127.0316041,20,76
엠제이스터디독서실,서울특별시 강남구 헌릉로 569,37.4657816,127.1011914,73,73
강남리더스학원,서울특별시 강남구 헌릉로 569,37.4657816,127.1011914,96,126
미래의1관학원,서울특별시 강남구 삼성로72길 3,37.502669,127.0593989,269,153
