학원명,주소,Latitude,Longitude,정원합계,일시수용능력인원합계
티앤비에듀케이션학원,서울특별시 강남구 압구정로34길 32,37.5260396,127.0305058,15,78
엘리제르학원,서울특별시 강남구 도곡로2길 13,37.4889425,127.0333574,177,59
아르제도곡무용학원,서울특별시 강남구 도곡로 184,37.4916885,127.0397809,100,85
에이티에이포트폴리오학원,서울특별시 강남구 논현로175길 19,37.5257236,127.0271274,60,60
닥터정이클래스삼성센터영어교습소,서울특별시 강남구 삼성로119길 17,37.5157452,127.0501103,10,7
정샘엑터멘토연기학원,서울특별시 강남구 압구정로28길 18,37.5254752,127.0275733,71,124
독문화독일어통역학원,서울특별시 강남구 테헤란로4길 27,37.4967152,127.0304142,24,90
강남이제이유플랜시사일본어학원,서울특별시 강남구 테헤란로4길 28,37.4965132,127.0300705,1350,190
강남정보학원,서울특별시 강남구 선릉로 670,37.5167176,127.0418019,15,77
헤스트교육센터학원,서울특별시 강남구 봉은사로30길 64,37.5033854,127.0365349,40,50
눈높이러닝센터개포일원학원,서울특별시 강남구 일원로 45,37.4899165,127.0815425,465,80
청담스위틀학원,서울특별시 강남구 선릉로 820,37.5250885,127.0400495,59,162
매쓰피아수학교습소,서울특별시 강남구 역삼로52길 14,37.4985291,127.0479489,12,4
김인희국어교습소,서울특별시 강남구 압구정로 113-22,37.5247099,127.0196554,3,3
강남대치동토마토스쿨입시컨설팅X재수재종전일학원,서울특별시 강남구 역삼로 458,37.5024983,127.0574222,54,148
글로벌셀러컬리지학원,서울특별시 강남구 강남대로110길 20,37.5036705,127.0287801,180,46
탑아너스잉글리쉬(TOPHONORSENGLISH)학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,60,89
모래공장아카데미학원,서울특별시 강남구 논현로 816,37.5212749,127.0284551,1100,174
수풀림수학교습소,서울특별시 강남구 역삼로 512,37.5032585,127.0597758,4,4
나미여앤피카소미술교습소,서울특별시 강남구 역삼로52길 14,37.4985291,127.0479489,48,6
강의하는아이들압구정학원,서울특별시 강남구 압구정로29길 72-1?,37.5322852,127.0283977,48,69
대치이상기체학원,서울특별시 강남구 삼성로57길 40,37.4973852,127.057859,220,66
이감동미술학원,서울특별시 강남구 역삼로64길 20,37.4997609,127.0531188,310,84
아티스(Artis)미술학원,서울특별시 강남구 학동로77길 27,37.5205036,127.0478363,3,55
윰미술학원,서울특별시 강남구 선릉로18길 4,37.4839863,127.0595615,120,40
참바른글씨국어교습소,서울특별시 강남구 테헤란로 322,37.5029732,127.0465325,5,5
은마바둑교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,16,9
키즈12리더스학원,서울특별시 강남구 학동로97길 42,37.5224946,127.0547327,300,84
수학생각수학교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,12,6
예감학원,서울특별시 강남구 도곡로 433,37.4981056,127.0576582,130,73
베테랑스어학원,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957,25,149
청담아이가르텐어학원,서울특별시 강남구 학동로97길 42,37.5224946,127.0547327,24,289
수액터스팜연극영화학원,서울특별시 강남구 강남대로136길 11,37.5131786,127.0215491,56,122
엘뽀레강남대치본원학원,서울특별시 강남구 언주로 123,37.510015,127.051582,91,263
판연기아카데미학원,서울특별시 강남구 도산대로11길 18,37.5186639,127.0226983,50,78
박신영국어학원,서울특별시 강남구 삼성로61길 34,37.4988187,127.0576772,64,73
강순진전문수학교습소,서울특별시 강남구 개포로22길 100,37.4754256,127.053379,24,8
에그음악교습소,서울특별시 강남구 압구정로 116,37.5233347,127.0214168,25,9
공부하는날학원,서울특별시 강남구 헌릉로570길 30,37.463158,127.1029355,89,100
비뉴베실용음악학원,서울특별시 강남구 테헤란로 128,37.4991387,127.0325877,12,36
세정토모관학원,서울특별시 강남구 삼성로 306,37.4994476,127.0608995,453,75
디케이(DK)수학학원,서울특별시 강남구 도곡로63길 34,37.4991366,127.0537643,125,99
원리과학교습소,서울특별시 강남구 역삼로 306,37.4985708,127.0464187,4,2
탑1%영어학원,서울특별시 강남구 역삼로 546,37.5042425,127.0628906,12,78
라이브아미(LIVEARMY)학원,서울특별시 강남구 논현로164길 23,37.5233807,127.0301281,4,148
에듀-퍼스트학원,서울특별시 강남구 역삼로78길 18,37.501327,127.0571143,310,78
바른수학교습소,서울특별시 강남구 봉은사로 638,37.5148174,127.0650806,8,9
덕스어학원,서울특별시 강남구 영동대로 231,37.4997861,127.0673274,190,209
토나아카데미(TONA academy)학원,서울특별시 강남구 삼성로71길 19,37.5018308,127.0573774,48,113
아우라에듀학원,서울특별시 강남구 역삼로 462,37.502626,127.0578107,28,97
알바트로스영어학원,서울특별시 강남구 삼성로64길 45,37.5009632,127.0639676,36,80
하영그린아카데미학원,서울특별시 강남구 강남대로42길 13,37.4855463,127.0351487,448,168
메이커스어학원,서울특별시 강남구 언주로 844,37.5256443,127.0338682,346,204
대치우리학원,서울특별시 강남구 도곡로 526,37.4995573,127.0639286,59,125
드림에듀학원,서울특별시 강남구 개포로 221,37.4789383,127.0470902,98,73
알지엠푸드아카데미학원,서울특별시 강남구 학동로18길 13,37.5119436,127.0274473,40,20
에이원레거씨리퍼블릭학원,서울특별시 강남구 도곡로 408,37.4966877,127.0552639,396,158
한성아이디디자인스쿨학원,서울특별시 강남구 논현로 727,37.516939,127.0290121,85,73
제제아트미술놀이터미술교습소,서울특별시 강남구 삼성로61길 48,37.4985218,127.0565647,4,4
청담하모니음악교습소,서울특별시 강남구 도산대로70길 46,37.5207701,127.0446967,10,5
도곡미술교습소,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,19,9
랭귀지큐브압구정어학학원,서울특별시 강남구 논현로 824,37.5219925,127.0284657,3,81
신아크로학원,서울특별시 강남구 삼성로 38,37.4886736,127.0668063,50,50
필영재학원,서울특별시 강남구 역삼로 519,37.503799,127.0600592,120,47
신미래탐구학원,서울특별시 강남구 도곡로 436,37.4976943,127.0581602,230,150
클라디학원,서울특별시 강남구 도곡로77길 14,37.4992943,127.0585913,1060,160
아트블랑미술교습소,서울특별시 강남구 남부순환로359길 30,37.4867201,127.0359796,5,5
미강학원,서울특별시 강남구 삼성로57길 38,37.4974426,127.058037,105,134
파라오미술학원,서울특별시 강남구 선릉로 408,37.5014247,127.050749,170,80
아트앤조아카데미학원,서울특별시 강남구 강남대로 594,37.5148451,127.0202809,40,40
내가키우는나무논술교습소,서울특별시 강남구 선릉로 225,37.4953404,127.0526522,4,4
압구정한문교습소,서울특별시 강남구 압구정로29길 68,37.5319756,127.0285632,7,7
압구정아이엘츠어학원,서울특별시 강남구 논현로176길 20,37.5272323,127.0301438,19,111
깊은생각256학원,서울특별시 강남구 도곡로 501,37.4993898,127.061127,270,211
매쓰코드수학학원,서울특별시 강남구 언주로167길 35,37.5263754,127.0302672,40,91
라벨피아노교습소,서울특별시 강남구 영동대로114길 31,37.5164241,127.0621223,15,4
수학전문순수학원,서울특별시 강남구 도곡로 522,37.4994597,127.063584,60,70
넥스퍼아카데미학원,서울특별시 강남구 논현로 729,37.5170771,127.0289474,93,56
엑셀런스엄재용영어교습소,서울특별시 강남구 도곡로 444,37.4980113,127.0591722,8,4
특목센터학원,서울특별시 강남구 삼성로 329,37.5010216,127.0594045,1930,222
매쓰몽수학학원,서울특별시 강남구 선릉로 120,37.491125,127.059896,150,110
룩스미아(Luxmea)수학교습소,서울특별시 강남구 도곡로78길 22,37.4963866,127.058402,6,3
솔밭언어논술국어교습소,서울특별시 강남구 삼성로 151,37.4921261,127.0625653,3,3
라미학원,서울특별시 강남구 논현로10길 16,37.4743159,127.0499485,105,74
홍익미술교습소,서울특별시 강남구 남부순환로365길 42,37.4876219,127.0395944,12,6
아발론랭콘잉글리쉬대치어학원,서울특별시 강남구 도곡로 408,37.4966877,127.0552639,112,162
소자수학학원,서울특별시 강남구 선릉로 334,37.4995931,127.0516807,250,51
디오영어학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,144,60
강남미래간호학원,서울특별시 강남구 개포로82길 9-11,37.488948,127.0680172,40,145
틈미술학원,서울특별시 강남구 테헤란로4길 38-3,37.4957734,127.0303323,200,20
하늘나무미술교습소,서울특별시 강남구 학동로101길 26,37.5223046,127.0577361,12,7
남주희실용음악학원,서울특별시 강남구 선릉로86길 15,37.503546,127.0508294,440,46
한예종색소폰음악교습소,서울특별시 강남구 선릉로 723,37.5191195,127.0403326,6,6
국순당우리술교육학원,서울특별시 강남구 봉은사로 641?,37.5154197,127.0654475,391,70
크로스트음악교습소,서울특별시 강남구 남부순환로363길 49,37.4881978,127.0371153,3,3
비엘영어교습소,서울특별시 강남구 도곡로 423,37.497826,127.0567677,18,6
레츠댄스(LETZDANCE)학원,서울특별시 강남구 압구정로54길 25,37.5262441,127.0393398,100,50
킴스애견미용학원,서울특별시 강남구 강남대로 522,37.5088972,127.0228211,825,117
청담아카데미학원,서울특별시 강남구 학동로82길 21?,37.5176185,127.0519612,9,11
다원매쓰아이(Math i)2관학원,서울특별시 강남구 도곡로 521,37.5000321,127.0632277,340,34
시매쓰영재중등관학원,서울특별시 강남구 도곡로 409,37.4973819,127.0551699,150,68
김영편입강남단과캠퍼스학원,서울특별시 강남구 강남대로78길 8,37.4947875,127.0300669,36300,698
상상사진학원,서울특별시 강남구 테헤란로8길 26,37.4971925,127.0316861,18,33
에스티엔어학원,서울특별시 강남구 논현로163길 10,37.5242211,127.0273341,300,100
헤라클레스미술학원,서울특별시 강남구 선릉로86길 10,37.5030598,127.0506839,720,40
남혁학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,24,120
압구정베블렌수학학원,서울특별시 강남구 압구정로 110,37.5229663,127.0209482,420,105
성산학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,60,94
얼짱수학교습소,서울특별시 강남구 개포로 510,37.4892656,127.06836,9,9
케이투수학학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,493,75
프리모수학전문교습소,서울특별시 강남구 도곡로 408,37.4966877,127.0552639,2,4
모닝에듀학원,서울특별시 강남구 남부순환로363길 13,37.4861116,127.037679,230,286
시아유학미술학원,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957,10,60
에스앤비뷰티아카데미학원,서울특별시 강남구 강남대로 528,37.5092823,127.0226269,70,59
배우로가는길연기학원,서울특별시 강남구 압구정로2길 53,37.5184682,127.0213494,24,32
하비(havy)실용음악학원,서울특별시 강남구 논현로102길 12?,37.5049233,127.0361162,280,28
피카소사랑미술교습소,서울특별시 강남구 일원로3길 10,37.4912196,127.0815636,14,3
아고라(agora)사회교습소,서울특별시 강남구 삼성로 349,37.502675,127.0584806,6,4
야누아학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,32,60
청하서당한문교습소,서울특별시 강남구 개포로82길 7,37.4887765,127.0673245,20,5
라온제나스피치학원,서울특별시 강남구 도산대로 132,37.5171918,127.0232271,83,27
상온보습학원,서울특별시 강남구 선릉로62길 33,37.4980816,127.0550538,5220,105
역경패도수학전문교습소,서울특별시 강남구 삼성로 305,37.4992852,127.0603595,4,4
알토어학원,서울특별시 강남구 언주로 201,37.4884716,127.0487329,249,185
프린서플어학원,서울특별시 강남구 강남대로94길 19,37.4996863,127.028764,3546,297
포즈무용(POZDANCE)학원,서울특별시 강남구 선릉로153길 13,37.5245754,127.0383058,68,30
커피플랜트아카데미학원,서울특별시 강남구 강남대로44길 22,37.4861117,127.0354953,16,24
파인만고수학원,서울특별시 강남구 삼성로 150,37.4933928,127.0673501,160,96
아이엠미술학원,서울특별시 강남구 선릉로 418,37.502253,127.0503185,325,171
이루리3관학원,서울특별시 강남구 삼성로 233,37.4977699,127.0606416,260,59
엠팝(M POP)수학교습소,서울특별시 강남구 삼성로 151,37.4921261,127.0625653,6,3
효자학원,서울특별시 강남구 삼성로72길 3,37.502669,127.0593989,300,71
에스아이비(SIB)교육센터학원,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957,21,44
이제헌아이엘츠어학원,서울특별시 강남구 강남대로94길 27-11,37.5004733,127.029237,80,106
찰리잉글리쉬(Charley English)영어교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,8,4
파워하우스실용음악학원,서울특별시 강남구 선릉로131길 18,37.5176148,127.0395045,470,50
스타실용음악학원,서울특별시 강남구 선릉로 30,37.4826789,127.0611803,6,42
소잉팩토리아카데미학원,서울특별시 강남구 도산대로 217,37.5208373,127.0305484,105,60
하이델베르크음악교습소,서울특별시 강남구 헌릉로590길11,37.4637798,127.10441,20,5
위캔수학교습소,서울특별시 강남구 학동로 513,37.5199166,127.0538683,10,7
포르테아카데미학원,서울특별시 강남구 논현로67길 13-3,37.4937925,127.0389872,22,41
제이피아노교습소,서울특별시 강남구 압구정로29길 68,37.5319756,127.0285632,7,3
스마트(smart)러닝센터학원,서울특별시 강남구 도곡로63길 25,37.498657,127.0536619,25,28
브람스음악교습소,서울특별시 강남구 개포로 615,37.4926936,127.0756284,15,5
앰플에듀수학교습소,서울특별시 강남구 도산대로27길 36,37.522227,127.0276427,14,7
종로신중성어학원,서울특별시 강남구 테헤란로5길 31,37.5007,127.0287234,420,198
매스티지헤어학원,서울특별시 강남구 봉은사로4길 1,37.5046046,127.0261673,110,55
스톰수학학원,서울특별시 강남구 선릉로 709,37.5182165,127.0406688,80,60
피아노포르테음악교습소,서울특별시 강남구 영동대로128길 15,37.5192819,127.0608234,5,5
연세수능매니아학원,서울특별시 강남구 도곡로 409,37.4973819,127.0551699,144,75
1-5디자인랩(Designlab)학원,서울특별시 강남구 도산대로 406,37.522821,127.0399628,46,30
에이펙스영어교습소,서울특별시 강남구 역삼로78길 13,37.5016635,127.0572498,8,2
대치퍼스트학원,서울특별시 강남구 역삼로 519,37.503799,127.0600592,160,72
한국배우예술학원,서울특별시 강남구 언주로172길 65,37.5268906,127.0390855,36,28
시소포토아카데미학원,서울특별시 강남구 강남대로160길 24,37.519637,127.020773,32,53
글로벌셀러아카데미학원,서울특별시 강남구 강남대로150길 11,37.516052,127.0208052,1,50
대치동강란진학상담지도교습소,서울특별시 강남구 도곡로 405,37.4974385,127.0546376,16,4
해빛나인어학원2관학원,서울특별시 강남구 도곡로 517,37.4998422,127.0629444,304,152
아이비라인압구정학원,서울특별시 강남구 선릉로153길 5,37.5244639,127.0389008,2,86
대오학원,서울특별시 강남구 역삼로 456-2,37.5022767,127.0572869,60,66
블루키프렙어학원,서울특별시 강남구 압구정로30길 17,37.5263249,127.0295435,210,152
수력학원,서울특별시 강남구 도곡로77길 14,37.4992943,127.0585913,109,92
하늘소리음악교습소,서울특별시 강남구 남부순환로365길 36,37.4876018,127.0398772,5,5
홍익학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,24,69
강성호올림피아드과학교습소,서울특별시 강남구 선릉로62길 30,37.4977722,127.0550448,6,6
올인고전학당학원,서울특별시 강남구 역삼로 456-2,37.5022767,127.0572869,56,52
역삼해법수학학원,서울특별시 강남구 언주로 314,37.4959548,127.0466573,24,25
생각과표현국어학원,서울특별시 강남구 삼성로61길 12,37.499362,127.0594333,60,70
강남천년의미소2관미술학원,서울특별시 강남구 선릉로86길 6-5,37.5028138,127.0506214,2750,54
스카이(SKY)학원,서울특별시 강남구 삼성로69길 11,37.501608,127.0584095,105,113
스탭스터디(staffstudy)연극영상학원,서울특별시 강남구 도산대로27길 40,37.5224016,127.0276172,165,68
퀸즈영어학원,서울특별시 강남구 논현로171길 15,37.5255134,127.0270724,50,73
비해당국선생국어교습소,서울특별시 강남구 영동대로128길 15,37.5192819,127.0608234,8,4
김은옥국어논술교습소,서울특별시 강남구 봉은사로71길 31,37.5142387,127.0491914,60,9
와이즈클래스학원,서울특별시 강남구 도곡로 184,37.4916885,127.0397809,16,62
김범식독일어학원,서울특별시 강남구 테헤란로 119,37.4993136,127.0306456,2079,156
튼튼영어마스터클럽도곡학원,서울특별시 강남구 남부순환로363길 17,37.486376,127.0377377,26,64
아이엠비(IMB)커피전문교육학원,서울특별시 강남구 개포로30길 5,37.4786836,127.0499016,70,61
반디학원,서울특별시 강남구 도산대로25길 39,37.5220641,127.0260237,42,56
유엔씨(UNC)아카데미학원,서울특별시 강남구 삼성로95길 33,37.5071465,127.0531714,75,45
도화2관미술학원,서울특별시 강남구 선릉로76길 26,37.5017991,127.0526984,325,142
한수학학원,서울특별시 강남구 도곡로 510,37.4989119,127.0619546,135,74
단하나의별연기학원,서울특별시 서초구 나루터로 66,37.5151599,127.0172254,55,64
스타팩토리아카데미학원,서울특별시 강남구 학동로 342,37.5166861,127.0405907,184,110
솔학원,서울특별시 강남구 역삼로64길 4,37.5007735,127.0526709,135,90
이탑영어교습소,서울특별시 강남구 압구정로 309,37.5312143,127.0354395,11,4
웨이브러닝어학원,서울특별시 강남구 남부순환로 3032,37.4919843,127.058717,93,75
이용직연기학원,서울특별시 강남구 강남대로124길 39,37.5096824,127.0255941,10,20
투티플룻음악교습소,서울특별시 강남구 언주로 110,37.4845146,127.054174,20,5
가인아카데미학원,서울특별시 강남구 역삼로 536,37.5037491,127.0617296,500,155
사비(4B)미술교습소,서울특별시 강남구 봉은사로43길 29,37.5110904,127.0391031,64,9
이화피아노스튜디오피아노교습소,서울특별시 강남구 남부순환로363길 12-31,37.4864869,127.0387355,60,5
브리티시어학원,서울특별시 강남구 테헤란로5길 31,37.5007,127.0287234,120,100
플레이송스학원,서울특별시 강남구 압구정로 113-22,37.5247099,127.0196554,70,45
강남멘토학원,서울특별시 강남구 삼성로 347,37.5025385,127.0585559,50,54
창의수학학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,25,58
시대인재H관학원,서울특별시 강남구 도곡로 453,37.4989394,127.0599205,10530,208
이화엔클렉스학원,서울특별시 강남구 테헤란로1길 28-14,37.5003749,127.0284593,20,52
케이유유이씨(KUUEC)어학원,서울특별시 서초구 서초중앙로28길 2,37.4967959,127.0143395,200,100
예장연극학원,서울특별시 강남구 도산대로1길 24,37.5183123,127.0199708,40,57
강남종로학원,서울특별시 강남구 역삼로 534,37.5037457,127.0614632,3330,873
디엠댄스학원,서울특별시 강남구 선릉로 814,37.5244906,127.0398381,225,45
메가로스쿨강남캠퍼스학원,서울특별시 서초구 서초대로78길 48,37.4934895,127.0285991,5100,276
아트글로우잉(ARTGLOWING)미술교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,6,6
조앤북영어학원,서울특별시 강남구 도곡로 184,37.4916885,127.0397809,644,69
이엠스(EMS)어학원,서울특별시 강남구 언주로172길 11,37.5279482,127.0347797,473,158
IG수학교습소,서울특별시 강남구 삼성로64길 5,37.5008276,127.0609734,24,5
스타인스타즈아카데미학원,서울특별시 강남구 논현로168길 30,37.5234102,127.0305818,60,20
강남최강학원,서울특별시 강남구 삼성로71길 32,37.5017175,127.056292,435,72
깊은생각로두스학원,서울특별시 강남구 도곡로 453,37.4989394,127.0599205,515,157
선수학919학원,서울특별시 강남구 역삼로64길 9,37.5004504,127.0531429,12,72
씨에스보컬학원,서울특별시 강남구 강남대로98길 11,37.5008831,127.027485,56,47
시리우스베타학원,서울특별시 강남구 역삼로 505,37.5034653,127.0591428,340,85
크리티크학원,서울특별시 강남구 논현로157길 19,37.5222921,127.0264597,48,80
프랙탈학원,서울특별시 강남구 역삼로92길 7,37.5040155,127.0629798,40,70
한별수학학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,36,55
(주)산에듀김영준국어논술전문별관학원,서울특별시 강남구 선릉로62길 27,37.4978682,127.0547501,1560,132
페디아플러스(paedea plus)역삼학원,서울특별시 강남구 역삼로 310,37.499217,127.0484398,70,40
키포유잉글리쉬(KEY FOR YOU ENGLISH)영어교습소,서울특별시 강남구 도곡로 405,37.4974385,127.0546376,6,3
압구정지니엠국어학원,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957,185,76
정수학학원,서울특별시 강남구 개포로22길 90,37.4750114,127.0527234,69,29
앤서어학원,서울특별시 강남구 압구정로30길 17,37.5263249,127.0295435,574,227
쎄비앙프랑스어학원,서울특별시 강남구 논현로161길 13,37.523335,127.0270202,61,158
원(元)수학학원,서울특별시 강남구 삼성로57길 19,37.4976226,127.0595092,225,174
뷰티풀마인드수학학원,서울특별시 강남구 선릉로64길 11-2,37.4980851,127.0532687,132,78
대치플투스2관학원,서울특별시 강남구 역삼로 458,37.5024983,127.0574222,72,38
에스온수리영재아카데미학원,서울특별시 강남구 역삼로 548,37.5043051,127.0630781,420,202
뿌리깊은나무학원,서울특별시 강남구 선릉로64길 8,37.4977228,127.0531038,84,60
에이뮤즈댄스학원,서울특별시 강남구 봉은사로1길 6,37.5052631,127.0252433,23,23
조이댄스플러그인뮤직실용음악학원,서울특별시 강남구 선릉로111길 37,37.510008,127.0406212,18,40
범수학학원,서울특별시 강남구 삼성로75길 7,37.5034549,127.0576865,110,74
피아노이야기음악교습소,서울특별시 강남구 남부순환로365길 42,37.4876219,127.0395944,15,5
아트엠미술학원,서울특별시 강남구 선릉로 412,37.5017178,127.0505772,403,83
리든어학원,서울특별시 강남구 도산대로6길 9,37.5161239,127.0218306,88,151
송선생중국어교습소,서울특별시 강남구 남부순환로 2917,37.4931481,127.0590766,6,2
매치스투디오실용음악학원,서울특별시 강남구 강남대로94길 69,37.5009149,127.0327928,16,16
씨엠에스(CMS)대치입시센터학원,서울특별시 강남구 삼성로 334,37.5015069,127.0599056,635,283
맵플러스수학교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,12,5
카일룸프렙학원,서울특별시 강남구 언주로165길 5,37.5255109,127.032136,70,164
타임퍼더(TiME further)학원,서울특별시 강남구 도곡로93길 9,37.5008373,127.0645016,28,72
죠이플리딩영어교습소,서울특별시 강남구 광평로19길 10,37.4847337,127.0876186,8,8
청담에이스어학원,서울특별시 강남구 학동로67길 14,37.5192426,127.0468262,55,148
러닝압구정어학학원,서울특별시 강남구 언주로 860,37.5272308,127.0339237,612,153
에듀윌편입학원자연계전문관학원,서울특별시 강남구 테헤란로4길 28,37.4965132,127.0300705,3280,192
에이지아이(AGI)어학원,서울특별시 강남구 봉은사로26길 11,37.5062117,127.0333566,10,70
강남탑브레인학원,서울특별시 서초구 강남대로 627,37.5176791,127.0186716,32,100
게이트대치어학학원,서울특별시 강남구 도곡로 313,37.495791,127.0501929,148,713
오원한국화미술학원,서울특별시 강남구 선릉로 408,37.5014247,127.050749,75,92
드림에듀케이션학원,서울특별시 강남구 선릉로72길 18,37.5002844,127.05266,132,50
강한영어교습소,서울특별시 강남구 선릉로62길 30,37.4977722,127.0550448,63,9
모델라인모델학원,서울특별시 강남구 언주로164길 33,37.5255946,127.036299,10,50
소논문통합수학학원,서울특별시 강남구 역삼로69길 5,37.5019692,127.0537153,20,67
로얄블루유학미술학원,서울특별시 강남구 언주로167길 36,37.526616,127.0303007,12,55
정연완전학습학원,서울특별시 강남구 역삼로 417,37.5013862,127.0526773,160,74
제3교실수학교습소,서울특별시 강남구 개포로22길 104,37.4755914,127.053641,10,5
게이트프렙스어학원,서울특별시 강남구 논현로168길 36,37.5232127,127.0309526,21,181
윤슬학원,서울특별시 강남구 삼성로71길 14,37.5022183,127.0577128,46,77
강남월드인코리아학원,서울특별시 강남구 강남대로96길 19,37.5001796,127.0285604,302,102
케이저랭귀지학원,서울특별시 강남구 삼성로82길 13,37.5052966,127.0588504,180,90
수아뜰리에미술교습소,서울특별시 강남구 도산대로19길 49,37.5216886,127.0240597,10,5
최상독서실,서울특별시 강남구 삼성로69길 12,37.5016211,127.0581185,291,97
대치베스트다빈치학원,서울특별시 강남구 역삼로 428,37.5012827,127.0539228,140,114
이창용어학원,서울특별시 강남구 테헤란로4길 28,37.4965132,127.0300705,452,226
장호진수학교습소,서울특별시 강남구 개포로 506,37.4891361,127.067521,35,7
피아노리브레(Piano Libre)학원,서울특별시 강남구 강남대로96길 20,37.4999135,127.0286403,1,27
에듀모스트어학학원,서울특별시 강남구 역삼로 415,37.501434,127.052328,120,149
짱솔학원,서울특별시 강남구 남부순환로 2935,37.4940247,127.0613442,110,259
솔(sol)수학학원,서울특별시 강남구 역삼로 444,37.501894,127.055663,140,71
엠아이디(MID)정시관학원,서울특별시 강남구 삼성로61길 20,37.4991647,127.0587869,75,45
에이엠씨스터디(aMCstudy)학원,서울특별시 강남구 논현로175길 60,37.524382,127.0239773,104,147
서울사진영상IT학원,서울특별시 강남구 역삼로1길 18,37.4944404,127.0305465,266,179
웨이즈비수학학원,서울특별시 강남구 남부순환로 2936,37.4933573,127.0619092,54,69
철벽수학인터넷학원,서울특별시 강남구 언주로167길 25,37.5263659,127.0310718,184,0
비탑영어그릿수학831학원,서울특별시 강남구 남부순환로 2936,37.4933573,127.0619092,387,121
오거서논술교습소,서울특별시 강남구 개포로110길 15,37.4922926,127.0783273,12,4
이강프리미엄관서울아카데미학원,서울특별시 강남구 역삼로 422,37.501055,127.0531811,990,340
터칭아트앤포터리미술교습소,서울특별시 강남구 개포로 506,37.4891361,127.067521,70,7
수학의흐름학원,서울특별시 강남구 도곡로63길 34,37.4991366,127.0537643,276,75
한별교육학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,84,72
원더팩토리미술학원,서울특별시 강남구 도산대로27길 33,37.5221059,127.0272866,57,63
문경희영어학원,서울특별시 강남구 삼성로 150,37.4933928,127.0673501,140,35
에이비알에스엠(ABRSM)음악교습소,서울특별시 서초구 신반포로 189,37.5065127,127.0047106,21,5
데프댄스(DEF DANCE)학원,서울특별시 강남구 역삼로65길 25,37.5028419,127.0521602,1058,93
리온쥬니어미술학원,서울특별시 강남구 선릉로82길 10,37.5024684,127.0509008,210,79
플레이팩토강남학원,서울특별시 강남구 선릉로62길 39,37.4982592,127.0555379,76,83
수이수능학원,서울특별시 강남구 영동대로57길 16,37.500019,127.0661063,222,107
해빛나인어학원1관학원,서울특별시 강남구 도곡로 517,37.4998422,127.0629444,304,150
온어스에듀학원,서울특별시 강남구 언주로167길 34,37.5266094,127.0304576,310,69
(주)케이미디어텍학원,서울특별시 강남구 논현로 854,37.5254187,127.028869,119998,50
비전과멘토학원,서울특별시 강남구 선릉로66길 9,37.4986482,127.0527102,10,74
이끌림영어학원,서울특별시 강남구 역삼로 417,37.5013862,127.0526773,114,91
아트봄미술교습소,서울특별시 강남구 개포로82길 13-9,37.4886373,127.0677765,10,7
연우아트아카데미학원,서울특별시 강남구 강남대로156길 20,37.5182433,127.0208133,92,60
논술공감학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,73,73
아이뮤직음악학원,서울특별시 강남구 삼성로119길 37,37.515298,127.0485626,30,10
엠피(MP)수학학원,서울특별시 강남구 선릉로62길 32-3,37.4976541,127.055336,30,25
개념폴리아학원,서울특별시 강남구 남부순환로 2911-1,37.4927102,127.0577477,4360,226
더프라임수학학원,서울특별시 강남구 도곡로 521,37.5000321,127.0632277,500,190
엔씨지아카데미학원,서울특별시 강남구 봉은사로49길 7,37.5104078,127.0419456,10,53
임지석과학전문학원,서울특별시 강남구 선릉로 660,37.5155551,127.0423675,30,30
해커스로스쿨학원,서울특별시 강남구 강남대로 428,37.5007737,127.0267129,420,294
애로우잉글리시학원,서울특별시 강남구 강남대로78길 12,37.4948619,127.0303579,330,127
라미아카데미학원,서울특별시 강남구 학동로 139,37.5127946,127.025956,40,58
세정2층학원,서울특별시 강남구 도곡로 435,37.4985188,127.0577494,1016,201
노블이안학원,서울특별시 강남구 선릉로62길 39,37.4982592,127.0555379,28,72
개념원리원격학원,서울특별시 강남구 테헤란로8길 37,37.4966013,127.0325739,16800,0
리엔이화피아노교습소,서울특별시 강남구 헌릉로590길 63,37.4602882,127.1011856,35,5
임재한문교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,14,7
잉글리쉬클리닉영어교습소,서울특별시 강남구 역삼로64길 26,37.4994478,127.0533138,5,5
