학원명,주소,Latitude,Longitude,정원합계,일시수용능력인원합계
개포스마트해법영어교습소,서울특별시 강남구 선릉로 30,37.4826789,127.0611803,28,8
올리브미술학원,서울특별시 강남구 선릉로 338,37.4999055,127.0515368,40,58
두각입시연구소길학원,서울특별시 강남구 도곡로77길 5,37.4986723,127.058384,4,98
피앤이어학원,서울특별시 강남구 도산대로92길 6,37.5240654,127.0502594,84,146
재인미술교습소,서울특별시 강남구 압구정로 113-22,37.5247099,127.0196554,12,4
청담에이프릴어학원,서울특별시 강남구 삼성로119길 14,37.5160444,127.0503312,93,283
더과학교습소,서울특별시 강남구 삼성로 155,37.4938284,127.062941,24,8
제이그레이실용음악학원,서울특별시 강남구 양재대로55길 13,37.4917015,127.0875113,4,46
지에스아이영어교습소,서울특별시 강남구 삼성로63길 15,37.4996341,127.0589335,8,5
피아노산책음악교습소,서울특별시 강남구 개포로124길 19,37.4934932,127.0832005,24,4
아트브릿지미술교습소,서울특별시 강남구 논현로157길 21,37.5222093,127.0263002,9,9
도곡시매쓰보습학원,서울특별시 강남구 도곡로13길 5,37.4914904,127.0364388,32,42
월드음악교습소,서울특별시 강남구 역삼로52길 14,37.4985291,127.0479489,24,4
해법영어교습소,서울특별시 강남구 학동로 609,37.5215495,127.0585558,30,5
명인입시컨설팅학원,서울특별시 강남구 선릉로62길 32-2,37.49768,127.0550939,54,70
이진선과학학원,서울특별시 강남구 역삼로78길 21,37.5011118,127.0575386,50,70
해법구룡엘리트영어교습소,서울특별시 강남구 개포로 251,37.4792377,127.0498351,54,9
세정4층학원,서울특별시 강남구 삼성로 306,37.4994476,127.0608995,850,164
신사제과제빵학원,서울특별시 강남구 강남대로152길 42,37.5180256,127.0227528,577,60
한국와인아카데미학원,서울특별시 강남구 학동로30길 34,37.5119432,127.032514,40,144
리드인역삼독서논술교습소,서울특별시 강남구 역삼로52길 14,37.4985291,127.0479489,6,0
프레빠학원,서울특별시 강남구 봉은사로6길 16,37.504036,127.0267959,30,64
상상력발전소보습학원,서울특별시 강남구 도곡로 520,37.4994149,127.0634446,138,83
일프로아카데미(1%Academy)학원,서울특별시 강남구 삼성로71길 41,37.5012117,127.0555697,24,86
수서해법영어교실교습소,서울특별시 강남구 광평로51길 27,37.4891608,127.1009461,20,4
아이엠도화미술학원,서울특별시 강남구 선릉로86길 7,37.503303,127.0503179,325,102
에스엠논술학원,서울특별시 강남구 역삼로70길 28,37.4996713,127.054138,150,49
개포닥터정이클래스학원,서울특별시 강남구 개포로 512,37.4892714,127.0688177,100,72
한국쯔지요리학원,서울특별시 강남구 언주로168길 6,37.5264056,127.0339591,8,204
카르페디엠과학교습소,서울특별시 강남구 선릉로 664,37.5158959,127.0422861,12,4
여상진수리논술학원,서울특별시 강남구 도곡로 445,37.4986522,127.059031,160,280
런앤리드영어교습소,서울특별시 강남구 남부순환로 2921,37.4936059,127.0597001,2,2
미노스주얼리아카데미학원,서울특별시 강남구 학동로3길 32,37.5136692,127.021906,286,50
이룸스터디학원,서울특별시 강남구 역삼로78길 15,37.5015424,127.057313,40,174
예지피아노교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,12,4
에이원(A1)과학학원,서울특별시 강남구 선릉로64길 11-5,37.4983086,127.0528655,10,120
이정선아트스쿨학원,서울특별시 강남구 언주로 122,37.4870802,127.0510531,58,424
케이(K)빅터영어학원수학학원,서울특별시 강남구 봉은사로71길 31,37.5142387,127.0491914,206,72
이수학학원,서울특별시 강남구 도곡로77길 26,37.4999822,127.058129,408,85
씨씨엘씨어학원,서울특별시 강남구 선릉로112길 7,37.5114073,127.0442188,120,240
란피아노교습소,서울특별시 강남구 언주로6길 4,37.4776099,127.057872,5,5
임팩트학원,서울특별시 강남구 삼성로63길 17,37.4995695,127.0587383,45,88
삼성점그린독서실,서울특별시 강남구 선릉로126길 12?,37.5152338,127.043076,268,120
한수학교습소,서울특별시 강남구 압구정로 224,37.5285363,127.0321595,2,2
토탈어학원,서울특별시 강남구 삼성로64길 35,37.5007014,127.0631946,13,558
르헤브스쿨오브아트유학미술학원,서울특별시 서초구 강남대로89길 30,37.5091873,127.020208,30,64
트리플과학교습소,서울특별시 강남구 삼성로76길 22,37.5042734,127.0601842,8,8
김종현영어교습소,서울특별시 강남구 도곡로93길 9,37.5008373,127.0645016,17,4
연세매쓰클리닉(YONSEI MATH CLINIC)수학교습소,서울특별시 강남구 선릉로 664,37.5158959,127.0422861,16,4
한빛미술교습소,서울특별시 강남구 개포로109길 5,37.4941844,127.0752156,37,5
밍중국어교습소,서울특별시 강남구 개포로 512,37.4892714,127.0688177,7,7
게이트압구정어학학원,서울특별시 강남구 압구정로 206,37.5273244,127.0295867,148,729
이화수학교습소,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,6,3
스터디채널수학교습소,서울특별시 강남구 선릉로66길 6,37.4983872,127.0523821,8,4
수마쿰라우데수학전문학원,서울특별시 강남구 선릉로6길 12,37.4827689,127.0619685,117,70
선혜영교습소,서울특별시 강남구 봉은사로5길 14,37.5057117,127.0262055,0,0
현용자교습소,,,,0,0
조정숙교습소,서울특별시 강남구 강남대로 110길 69,37.5032279,127.0301775,0,0
김영민교습소,,,,0,0
김율음교습소,,,,0,0
홍양자교습소,,,,0,0
이명선교습소,서울특별시 강남구 밤고개로34길 7,37.4634856,127.1071467,0,0
김혜란교습소,.,,,0,0
김순희교습소,서울특별시 강남구 도산대로99길 28-6,37.5266909,127.051344,0,0
김정강교습소,서울특별시 강남구 삼성로119길 8,37.5162454,127.0506339,0,0
김재용교습소,.,,,0,0
이경빈교습소,서울특별시 강남구 선릉로 324,37.4985229,127.0521012,0,0
소미음악교습소,서울특별시 강남구 학동로101길 26,37.5223046,127.0577361,5,9
이동민교습소,서울특별시 강남구 압루정로 42길,37.5264776,127.0348796,0,0
김은미교습소,,,,0,0
성은피아노교습소,서울특별시 강남구 개포로 303,37.4826691,127.0544261,9,0
조정현교습소,서울특별시 강남구 선릉로 842,37.5269557,127.0407097,0,0
이강자교습소,서울특별시 강남구 역삼로64길 22,37.4995919,127.0532085,0,0
선화피아노교습소,서울특별시 서초구 잠원로14길 29,37.5178426,127.0154173,5,0
김영숙교습소,.,,,0,0
박미숙교습소,.,,,0,0
김미화교습소,.,,,0,0
김은희교습소,.,,,0,0
문미경교습소,.,,,0,0
김남혜교습소,서울특별시 강남구 학동로 609,37.5215495,127.0585558,0,0
김정희교습소,.,,,0,0
김혜숙교습소,.,,,0,0
김인애교습소,서울특별시 강남구 학동로 609,37.5215495,127.0585558,0,0
김은연교습소,.,,,0,0
최혜란교습소,.,,,0,0
김경옥교습소,.,,,0,0
유경희교습소,,,,0,0
김용희교습소,.,,,0,0
강남미술교습소,서울특별시 강남구 역삼로 306,37.4985708,127.0464187,9,9
은혜음악교습소,서울특별시 강남구 삼성로115길 39,37.5139764,127.0489664,10,0
개원영재바둑교습소,서울특별시 강남구 개포로22길 96,37.4752599,127.0531169,19,7
개포현대속셈,서울특별시 강남구 개포로 303,37.4826691,127.0544261,0,0
김하연피아노,서울특별시 강남구 압구정로 334,37.528149,127.038049,5,5
아트넷미술교습소,서울특별시 강남구 학동로101길 26,37.5223046,127.0577361,16,8
나래피아노,.,,,5,5
단계한문교습소,서울특별시 강남구 개포로 307,37.4839728,127.0560141,18,6
멜로디피아노,서울특별시 서초구 신반포로19길 10,37.5049706,126.9958493,5,5
천성미바이올린교습소,서울특별시 강남구 개포로 307,37.4839728,127.0560141,25,5
모인미술교습소,서울특별시 강남구 압구정로2길 45,37.5189515,127.0210997,10,0
민피아노교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,60,5
방배솔기타교습소,서울특별시 서초구 방배천로6길 32-2,37.4792073,126.9843719,28,0
박성희플룻교습소,서울특별시 강남구 남부순환로363길 49,37.4881978,127.0371153,6,6
박연진바이올린교습소,서울특별시 강남구 삼성로 151,37.4921261,127.0625653,2,0
박중수오보에교습소,서울특별시 강남구 압구정로 134,37.5243611,127.0234522,3,0
줄리어드음악교습소,서울특별시 강남구 개포로109길 34,37.4942156,127.077617,10,5
새롬피아노,서울특별시 강남구 도산대로83길 48-8 (),37.5277276,127.0494434,5,5
선,서울특별시 강남구 논현로 213,37.49045,127.0399974,0,0
바하음악교습소,서울특별시 강남구 개포로28길 15,37.4781007,127.049966,20,5
신예솔피아노교습소,서울특별시 강남구 양재대로55길 6,37.4913369,127.0884053,15,0
수서예림피아노교습소,서울특별시 강남구 광평로31길 27,37.4848958,127.0906778,10,5
수서피아노,서울특별시 강남구 광평로19길 10,37.4847337,127.0876186,15,5
수학나라교습소,서울특별시 강남구 남부순환로365길 42,37.4876219,127.0395944,16,54
하트앤아트미술교습소,서울특별시 강남구 압구정로29길 68,37.5319756,127.0285632,27,9
스즈키바이올린교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,12,4
신반석미술교습소,서울특별시 강남구 개포로 249,37.4792252,127.0496679,16,9
신예일음악교습소,서울특별시 강남구 삼성로107길 15,37.5112068,127.052655,10,5
신우성피아노교습소,서울특별시 강남구 개포로 411,37.4881841,127.0623884,2,0
아름다운피아노교습소,서울특별시 강남구 언주로 110,37.4845146,127.054174,20,5
마이뮤직칸타빌레음악교습소,서울특별시 강남구 삼성로4길 17,37.4876225,127.0685038,18,0
언주바이올린교습소,서울특별시 강남구 남부순환로365길 42,37.4876219,127.0395944,6,2
뮤엠영어교습소,서울특별시 강남구 양재대로33길 25,37.4910937,127.0824284,24,4
예솔피아노교습소,서울특별시 강남구 삼성로64길 5,37.5008276,127.0609734,14,8
예우미술교습소,서울특별시 강남구 남부순환로 2917,37.4931481,127.0590766,10,9
예원피아노교습소,서울특별시 강남구 개포로109길 9,37.4941844,127.0752156,3,5
신나는바이올린교습소,서울특별시 강남구 개포로110길 15,37.4922926,127.0783273,4,0
모짜르트음악교습소,서울특별시 강남구 학동로77길 27,37.5205036,127.0478363,15,0
오 미술교습소,서울특별시 강남구 선릉로120길 14,37.5138965,127.04385,0,0
우성속셈,.,,,0,0
윤피아노교습소,서울특별시 강남구 개포로82길 13-9,37.4886373,127.0677765,45,5
으뜸주산,서울특별시 강남구 논현로159길 57 (),37.5215662,127.023727,6,3
은혜피아노,.,,,5,5
이경재바이올린교습소,서울특별시 강남구 논현로149길 13-7,37.5179259,127.0276302,0,0
이화미술,서울특별시 강남구 양재대로43길 6,37.4906163,127.0853903,0,0
최바이올린교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,10,5
재능,서울특별시 강남구 삼성로115길 45,37.513846,127.0485817,0,0
재원피아노,.,,,5,5
라라잼바이올린교습소,서울특별시 강남구 논현로51길 13,37.4892099,127.0403855,9,5
정안미술교습소,서울특별시 서초구 서초중앙로20길 40,37.4923258,127.016395,0,0
조명성피아노교습소,서울특별시 강남구 개포로 310-21,37.4868621,127.0645824,11,4
주영민피아노과외교습,서울특별시 강남구 영동대로112길 10,37.5149052,127.0608935,4,0
최혜영피아노교습소,서울특별시 강남구 논현로 213,37.49045,127.0399974,5,5
푸른시각미술교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,40,6
피아노치는친구들,서울특별시 강남구 선릉로 7,37.5006784,127.0489432,10,0
학예원피아노교습소,서울특별시 강남구 선릉로115길 45,37.511249,127.0394028,16,5
한국다례교습소,서울특별시 강남구 역삼로65길 20,37.502542,127.0525587,7,9
한솔바이올린교습소,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,2,0
한솔피아노,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,15,0
뿌리서당영어교습소,서울특별시 강남구 남부순환로 2927,37.49391,127.060213,12,2
꼬망세피아노교습소,서울특별시 강남구 개포로 516,37.4888759,127.0716679,15,0
한현석속기,.,,,0,0
해님피아노 교습소,서울특별시 강남구 개포로 510,37.4892656,127.06836,12,3
현대웅변교습소,서울특별시 강남구 압구정로29길 68,37.5319756,127.0285632,1,0
홍운서예교습소,서울특별시 강남구 삼성로 225,37.4971742,127.0613516,24,8
화랑한문교습소,서울특별시 강남구 개포로 615,37.4926936,127.0756284,16,8
이화뮤즈피아노교습소,서울특별시 강남구 개포로109길 5,37.4941844,127.0752156,35,5
대치백송국어논술학원,서울특별시 강남구 삼성로63길 15,37.4996341,127.0589335,131,150
이수진영어교습소,서울특별시 강남구 삼성로67길 6,37.501308,127.0589584,6,2
맑은소리음악교습소,서울특별시 강남구 일원로14길 25,37.4838689,127.0808707,28,7
김용환수학교습소,서울특별시 강남구 선릉로 30,37.4826789,127.0611803,10,5
플라즈마학원,서울특별시 강남구 도곡로 450,37.4981124,127.0597594,1085,459
생각하는황소학원,서울특별시 강남구 역삼로98길 23,37.5034299,127.0650207,30,109
세정입시관학원,서울특별시 강남구 삼성로61길 31,37.4986416,127.0580674,1281,151
코리아보석학원,서울특별시 강남구 강남대로66길 7,37.4919158,127.031437,100,60
대치수학의바다학원,서울특별시 강남구 도곡로73길 13,37.498738,127.0569719,115,112
위대한물리교습소,서울특별시 강남구 삼성로 327,37.5008825,127.0594779,4,4
무한도전수학과학학원,서울특별시 강남구 광평로 63,37.4828777,127.0796221,330,121
퀸즈음악원음악교습소,서울특별시 강남구 역삼로 306,37.4985708,127.0464187,55,5
지엘에듀어학원,서울특별시 서초구 사임당로 173,37.4927943,127.0285544,125,152
해를학원,서울특별시 강남구 삼성로 327,37.5008825,127.0594779,130,264
서울음악교습소,서울특별시 강남구 영동대로 722,37.5224048,127.0564045,5,8
펜덕스영어학원,서울특별시 강남구 압구정로 134,37.5243611,127.0234522,224,50
점프셈수학교습소,서울특별시 강남구 삼성로115길 24,37.5145279,127.0501348,4,4
아트빈미술교습소,서울특별시 강남구 삼성로115길 24,37.5145279,127.0501348,6,9
세터스어학원,서울특별시 강남구 논현로159길 16,37.5231597,127.0268071,40,81
즐거운피아노교습소,서울특별시 강남구 삼성로4길 17,37.4876225,127.0685038,20,5
(주)지이에스어학원,서울특별시 강남구 도곡로 408,37.4966877,127.0552639,40,150
에듀타임보습학원,서울특별시 강남구 도곡로 448,37.4980552,127.0595812,130,60
씽크씽크미술학원,서울특별시 강남구 봉은사로68길 19,37.510858,127.0507267,60,240
케이채수학학원,서울특별시 강남구 삼성로 155,37.4938284,127.062941,40,120
엑셀어학원,서울특별시 강남구 논현로 816,37.5212749,127.0284551,456,152
엠케이학원,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957,200,73
대치이안어학원,서울특별시 강남구 삼성로 323,37.5006127,127.0596197,166,218
적중코아스쿨학원,서울특별시 강남구 압구정로34길 26,37.5263722,127.0305276,40,120
원바이원잉글리쉬아카데미학원,서울특별시 강남구 언주로167길 34,37.5266094,127.0304576,5,80
모니카김영어스타일학원,서울특별시 강남구 테헤란로8길 22,37.4974156,127.0315615,3,54
슈만피아노교습소,서울특별시 강남구 개포로 512,37.4892714,127.0688177,15,5
파르테논어학원,서울특별시 강남구 남부순환로 2927,37.49391,127.060213,48,347
크레버스영재교육센터대치제1지점학원,서울특별시 강남구 도곡로 456,37.4982956,127.0603287,104,215
대현학원,서울특별시 강남구 삼성로 301,37.499102,127.0604069,470,104
대치티앤씨수학학원,서울특별시 강남구 남부순환로 2921,37.4936059,127.0597001,48,90
랭귀지윌학원,서울특별시 강남구 언주로168길 5,37.5266272,127.0340253,258,81
마이엠원수학교습소,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108,2,3
강남동방디자인학원,서울특별시 강남구 강남대로94길 21,37.499745,127.0289618,1574,60
채미선영어교습소,서울특별시 강남구 압구정로 224,37.5285363,127.0321595,5,6
플라즈마영재학원,서울특별시 강남구 도곡로 450,37.4981124,127.0597594,475,166
에스엔티(SNT)어학원,서울특별시 강남구 삼성로64길 41,37.5010034,127.063646,6459,299
엘티엘일류영어학원,서울특별시 강남구 봉은사로71길 32,37.5143115,127.0494309,40,72
포도나무미술학원,서울특별시 강남구 압구정로 112,37.523197,127.0210702,68,15
프뢰벨영어은물어학원,서울특별시 강남구 압구정로32길 11,37.5269161,127.0302159,58,312
예종발레무용교습소,서울특별시 강남구 남부순환로 3032,37.4919843,127.058717,16,9
대치프라임독서실,서울특별시 강남구 선릉로 314,37.4978251,127.052405,97,97
자이언학원,서울특별시 강남구 도곡로63길 31,37.4990059,127.0534922,25,48
비채수학원,서울특별시 강남구 도곡로73길 14,37.4988032,127.0571972,134,74
산에듀김영준국어논술학원신관학원,서울특별시 강남구 선릉로62길 33,37.4980816,127.0550538,1560,196
제이에스발레학원,서울특별시 강남구 역삼로 412,37.500777,127.0523124,59,49
대치대청1학원,서울특별시 강남구 삼성로 223,37.4968846,127.0616201,25,270
대치카리스영어학원,서울특별시 강남구 삼성로67길 49,37.4999305,127.0556143,50,82
시성영어학원,서울특별시 강남구 도곡로 444,37.4980113,127.0591722,160,195
태백수학교습소,서울특별시 강남구 선릉로8길 20,37.4833307,127.0621991,36,6
서울한국어아카데미학원,서울특별시 강남구 강남대로 410,37.4993613,127.0273873,64,171
감성예찬미술교습소,서울특별시 강남구 도곡로93길 12,37.5010448,127.0654872,4,9
와이즈만영재교육대치학원,서울특별시 강남구 영동대로 231,37.4997861,127.0673274,64,176
뉴욕파이어학원,서울특별시 강남구 역삼로 412,37.500777,127.0523124,35,150
시대인재A관3층학원,서울특별시 강남구 삼성로 324,37.5008476,127.0601302,10530,160
보람과학수학학원,서울특별시 강남구 영동대로 210,37.4980827,127.0712194,52,120
로이스지피에이(Roy`s GPA)학원,서울특별시 강남구 남부순환로365길 38,37.4877892,127.039948,12,35
멘토스학원,서울특별시 강남구 역삼로64길 22,37.4995919,127.0532085,120,141
킴벨과학교습소,서울특별시 강남구 언주로 122,37.4870802,127.0510531,12,8
깊은생각중등수학캠퍼스보습학원,서울특별시 강남구 도곡로 445,37.4986522,127.059031,240,190
삼성힐학원,서울특별시 강남구 삼성로119길 29,37.5154511,127.0490909,40,34
로앤피황남기로스쿨아카데미학원,서울특별시 강남구 강남대로84길 16,37.4966779,127.0299896,200,100
수람학원,서울특별시 강남구 삼성로58길 29,37.4992421,127.0635885,210,85
성균창의독서교습소,서울특별시 강남구 남부순환로 2921,37.4936059,127.0597001,5,3
예섬2관학원,서울특별시 강남구 도곡로 418,37.4970089,127.0562594,7920,393
에듀르몽드어학원,서울특별시 강남구 강남대로102길 14,37.5018971,127.0269999,860,110
압구정파인만고등1관학원,서울특별시 강남구 압구정로 152,37.5255761,127.0260348,1305,215
고래의도약학원,서울특별시 강남구 도곡로 524,37.4995124,127.0637515,180,210
휴브레인입시컨설팅센터학원,서울특별시 강남구 역삼로 462,37.502626,127.0578107,112,95
프라우드7학원,서울특별시 강남구 도곡로 418,37.4970089,127.0562594,118,221
지피에스압구정어학학원,서울특별시 강남구 압구정로18길 25,37.5235062,127.0253026,60,135
김대균어학원,서울특별시 강남구 봉은사로 474,37.5123174,127.0518299,430,125
강창용대학편입학원,서울특별시 강남구 강남대로94길 27-15,37.5006646,127.0291099,305,305
케이엠지수학학원,서울특별시 강남구 삼성로 340,37.5019708,127.0595756,537,72
씨지티(CGT)연기학원,서울특별시 강남구 도산대로28길 32,37.5172772,127.0285573,140,70
강남비상에듀학원,서울특별시 강남구 선릉로62길 5,37.497328,127.0530862,125,80
엠솔150학원,서울특별시 강남구 도곡로 511,37.4996664,127.0622284,1995,194
스칼라(scholar)어학원,서울특별시 강남구 언주로151길 21,37.5217152,127.0316867,292,180
대치글로벌학원,서울특별시 강남구 선릉로64길 15-5,37.4984195,127.0533033,60,79
엠브릿지학원,서울특별시 강남구 일원로3길 10,37.4912196,127.0815636,120,60
에스디영어학원,서울특별시 강남구 도곡로 516,37.4992034,127.0630995,80,69
페트라영어학원,서울특별시 강남구 도곡로 409,37.4973819,127.0551699,16,84
천지인학원,서울특별시 강남구 선릉로126길 16,37.5153246,127.0434625,144,146
뮤직팰리스음악교습소,서울특별시 강남구 언주로 122,37.4870802,127.0510531,40,9
토마토음악학원,서울특별시 강남구 개포로110길 15,37.4922926,127.0783273,90,44
다함영재보습학원,서울특별시 강남구 도곡로 515,37.4998352,127.0626495,10,299
아트예뜨락미술학원,서울특별시 강남구 압구정로 160,37.5262716,127.0272097,124,168
케이엔에스(KNS)고등3관영어학원,서울특별시 강남구 도곡로83길 5,37.4998553,127.0621345,24,140
미퍼스트학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,30,90
왕북해법영어교습소,서울특별시 강남구 광평로19길 10,37.4847337,127.0876186,6,6
전희재국어교습소,서울특별시 강남구 남부순환로365길 42,37.4876219,127.0395944,8,4
명선과학교습소,서울특별시 강남구 논현로 205,37.4878517,127.0402271,25,5
아이엘이(별관)어학원,서울특별시 강남구 도곡로 454,37.498302,127.0600906,882,300
앤버스영어전문학원,서울특별시 강남구 역삼로 404,37.5005204,127.0514247,8,42
박동완영어교습소,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,8,8
케이플러스모델학원,서울특별시 강남구 도산대로 332,37.5224984,127.0382528,20,78
이에스씨아카데미어학원,서울특별시 강남구 압구정로30길 17,37.5263249,127.0295435,249,272
라온액터스연기아카데미학원,서울특별시 강남구 가로수길 18,37.5192072,127.0234992,64,154
습관만들기학원,서울특별시 강남구 선릉로132길 60,37.5187461,127.0461253,8,87
엑시터어학원,서울특별시 강남구 논현로159길 14,37.5231524,127.0269962,304,152
탑과학학원,서울특별시 강남구 삼성로58길 29,37.4992421,127.0635885,160,72
늘푸른독서실,서울특별시 강남구 광평로51길 49?,37.4911322,127.1001778,124,124
에이치미술교습소,서울특별시 강남구 논현로157길 14,37.522589,127.0269488,45,9
나비스피치학원,서울특별시 강남구 테헤란로5길 36,37.5008584,127.0290544,52,128
에스엠애듀2관학원,서울특별시 강남구 삼성로71길 14,37.5022183,127.0577128,83,44
엠솔영재관본관학원,서울특별시 강남구 도곡로 325,37.4961785,127.0515117,1020,121
다빈치미술교습소,서울특별시 강남구 남부순환로365길 26,37.487018,127.0396107,9,9
논현해법영어학원,서울특별시 강남구 강남대로120길 31,37.5076551,127.0256975,91,20
슈브영어교습소,서울특별시 강남구 선릉로 320,37.4982828,127.0522138,6,3
해법도성영어교습소,서울특별시 강남구 역삼로 306,37.4985708,127.0464187,33,3
로고스학원,서울특별시 강남구 삼성로 238,37.4986375,127.0614624,170,84
부엉이학원,서울특별시 강남구 도곡로78길 7,37.4976259,127.0593292,70,50
선제영어학원,서울특별시 강남구 삼성로 150,37.4933928,127.0673501,68,142
애로우잉글리시번역학원,서울특별시 강남구 강남대로78길 12,37.4948619,127.0303579,430,179
언어논술나무는학원,서울특별시 강남구 삼성로61길 10,37.4994045,127.0595613,95,89
블루큐브어학원,서울특별시 강남구 압구정로28길 22-5,37.5250123,127.0271808,325,293
수력발전수학교습소,서울특별시 강남구 남부순환로 2927,37.49391,127.060213,108,4
펀수학본원학원,서울특별시 강남구 개포로 512,37.4892714,127.0688177,72,45
파라투스수학전문학원,서울특별시 강남구 남부순환로 2911-1,37.4927102,127.0577477,90,93
대치이르키움학원,서울특별시 강남구 삼성로71길 29,37.5015299,127.0565389,320,76
안세라영어교습소,서울특별시 강남구 삼성로61길 30,37.4989179,127.0580286,4,5
명성수학교습소,서울특별시 강남구 압구정로 113-22,37.5247099,127.0196554,6,4
미래탐구미래영재학원,서울특별시 강남구 삼성로 325,37.5007467,127.059549,4338,155
티비티(TBT)학원,서울특별시 강남구 역삼로83길 5,37.5038877,127.0597523,40,84
한울미술교습소,서울특별시 강남구 영동대로 702,37.5205383,127.0576438,8,8
최은희음악교습소,서울특별시 강남구 개포로22길 43,37.4764511,127.049923,81,9
하버드영재수학교습소,서울특별시 강남구 남부순환로 2917,37.4931481,127.0590766,4,2
실크로드학원,서울특별시 강남구 논현로168길 47,37.5233474,127.0319867,20,89
가자연기학원,서울특별시 강남구 언주로133길 31,37.5157974,127.0326633,34,163
보탬해법영어교습소,서울특별시 강남구 개포로110길 15,37.4922926,127.0783273,35,7
럭셔리비지니스인스티튜트학원,서울특별시 강남구 선릉로 801,37.5237711,127.0389276,400,80
무나리아트미술교습소,서울특별시 강남구 역삼로74길 28,37.4999653,127.0549313,32,5
정도수학교습소,서울특별시 강남구 도곡로78길 22,37.4963866,127.058402,6,3
대치레전드학원,서울특별시 강남구 선릉로72길 18,37.5002844,127.05266,105,71
발레슈학원,서울특별시 강남구 논현로167길 17,37.5244819,127.0266922,105,15
배선영국어학원,서울특별시 강남구 선릉로64길 15-3,37.4982954,127.0533635,140,60
강남합격의법학원,서울특별시 강남구 강남대로94길 71,37.5009066,127.0329879,2335,160
창의융합아카데미학원,서울특별시 강남구 도곡로 451,37.4988842,127.0597528,175,138
루소트레이닝랩학원,서울특별시 강남구 학동로 107,37.5117467,127.0224703,94,69
(주)멘토르수학전문학원,서울특별시 강남구 남부순환로 2927,37.49391,127.060213,10,82
일등공신영어교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,4,4
김성수수학교습소,서울특별시 강남구 삼성로 225,37.4971742,127.0613516,42,6
페르미영재수학교습소,서울특별시 강남구 양재대로55길 6,37.4913369,127.0884053,3,3
쌩뚱영어학원,서울특별시 강남구 남부순환로 2921?,37.4936059,127.0597001,60,71
두각대성세림관학원,서울특별시 강남구 도곡로 422,37.4972615,127.0567378,1102,100
나랏말씀교습소,서울특별시 강남구 선릉로10길 4-3,37.4831037,127.0609591,5,6
지연수학교습소,서울특별시 강남구 도곡로93길 12,37.5010448,127.0654872,6,6
강남하이퍼의대관학원,서울특별시 강남구 강남대로94길 30,37.4996884,127.0298007,10240,453
에델린아카데미학원,서울특별시 강남구 압구정로32길 25?,37.5260448,127.0300503,64,40
입시투데이교육컨설팅학원,서울특별시 강남구 역삼로 521,37.5037986,127.0602481,19,57
압구정소마학원,서울특별시 강남구 언주로 844,37.5256443,127.0338682,56,76
강남케이에스보습학원,서울특별시 강남구 광평로51길 6-11,37.4885196,127.1032564,110,544
지아이에이(GIA)어학원,서울특별시 강남구 학동로19길 22,37.5143739,127.0273364,15,315
강남대연보습학원,서울특별시 강남구 남부순환로365길 26 (),37.487018,127.0396107,50,465
시리우스학원,서울특별시 강남구 역삼로 505,37.5034653,127.0591428,380,228
보이스멘토성우화술학원,서울특별시 강남구 선릉로 649,37.5144922,127.041996,37,63
제이아카데미학원,서울특별시 강남구 강남대로84길 33,37.4975826,127.0311106,10,72
변성환수학교습소,서울특별시 강남구 도곡로77길 5,37.4986723,127.058384,15,3
김은희예스셈수학교습소,서울특별시 강남구 광평로10길 15,37.482024,127.0821324,3,9
팬텀학원,서울특별시 강남구 도곡로 532,37.4997795,127.0645688,160,70
대치수과모학원,서울특별시 강남구 삼성로 336,37.5016654,127.0598058,101,69
아드지스영어학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,40,61
이해국어학원,서울특별시 강남구 삼성로64길 45,37.5009632,127.0639676,12,30
이씨엘(E.C.L)어학원,서울특별시 강남구 도곡로 184,37.4916885,127.0397809,120,60
미래중심학원,서울특별시 강남구 남부순환로 2941,37.4942268,127.0617852,150,64
서울이화음악교습소,서울특별시 강남구 영동대로114길 37,37.5166504,127.0624599,8,6
예섬본관학원,서울특별시 강남구 도곡로 418,37.4970089,127.0562594,1320,203
에프엔씨아카데미학원,서울특별시 강남구 영동대로82길 9,37.5072329,127.0653213,47,28
리더스아카데미어학원,서울특별시 강남구 언주로 311,37.4952625,127.045625,190,149
알파잉글리쉬학원,서울특별시 강남구 남부순환로 2941,37.4942268,127.0617852,44,120
강남메가스터디학원,서울특별시 서초구 효령로55길 39,37.4865664,127.0140186,23606,282
대찬2관학원,서울특별시 강남구 도곡로 428,37.4974416,127.0573512,16690,189
김하연국어의고수학원,서울특별시 강남구 삼성로 212,37.4974176,127.0653272,64,76
