학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,어린이보호구역여부,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
와이키즈노원중계학원,서울특별시 노원구 덕릉로 603,37.651819,127.0728249,168,54,0.0,54.0,397.0,55745.0,49.0,74.0,3.0
멘토과학전문학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,18,68,0.0,18.0,468.0,60590.0,65.0,73.0,2.0
아담리즈수학중계센터학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,12,51,0.0,12.0,472.0,60539.0,62.0,78.0,2.0
김지민영어영재관학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,100,74,0.0,74.0,466.0,59538.0,57.0,63.0,3.0
박재일영어교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,4,2,0.0,2.0,478.0,60183.0,59.0,76.0,2.0
국어의자신감국어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,12,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
루아미술교습소,서울특별시 노원구 동일로250길 18,37.6816043,127.0565915,6,2,0.0,2.0,20.0,463.0,23.0,20.0,7.0
드림아이수학교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,12,4,0.0,4.0,22.0,473.0,21.0,20.0,7.0
노원우쿨렐레사랑음악교습소,서울특별시 노원구 동일로 1384,37.6525437,127.0615355,25,5,0.0,5.0,96.0,20302.0,94.0,70.0,4.0
이명환첼로교습소,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,7,5,0.0,5.0,44.0,2549.0,19.0,54.0,3.0
DavidEnglish영어교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,84,7,0.0,7.0,466.0,60430.0,65.0,80.0,2.0
중계상위권영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,5,0.0,5.0,474.0,60234.0,57.0,74.0,2.0
서준수학교습소,서울특별시 노원구 동일로 1530,37.665073,127.0580605,12,4,0.0,4.0,99.0,3545.0,26.0,76.0,5.0
해법영어상원영어교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,16,5,0.0,5.0,73.0,3401.0,23.0,60.0,4.0
소피아음악학원,서울특별시 노원구 초안산로5길 12,37.6325534,127.0516543,168,45,0.0,45.0,7.0,278.0,5.0,6.0,2.0
GTM수학과학학원,서울특별시 노원구 동일로 1368,37.6507502,127.0619389,152,91,0.0,91.0,94.0,8823.0,70.0,40.0,5.0
아트피쉬미술학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,20,50,0.0,20.0,466.0,59592.0,57.0,63.0,3.0
퍼스트명문학원,서울특별시 노원구 공릉로 107,37.6199779,127.0777701,180,71,0.0,71.0,46.0,1773.0,80.0,47.0,10.0
청구음악학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,55,90,0.0,55.0,466.0,59557.0,57.0,63.0,3.0
신나는피아노음악교습소,서울특별시 노원구 동일로 1356,37.6500651,127.0622174,35,6,0.0,6.0,87.0,6667.0,54.0,28.0,4.0
TnC수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,16,4,0.0,4.0,451.0,59230.0,53.0,69.0,4.0
상계베스트학원,서울특별시 노원구 노원로28길 9,37.6537412,127.0689054,117,69,0.0,69.0,88.0,14926.0,46.0,67.0,2.0
눈높이러닝센터하계학원,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,780,81,0.0,81.0,44.0,2473.0,19.0,54.0,3.0
스카이(SKY)한솔+영어교습소,서울특별시 노원구 동일로245가길 41,37.6799626,127.0535049,12,4,0.0,4.0,22.0,473.0,34.0,20.0,6.0
한우리독서논술월계국어교습소,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,6,3,0.0,3.0,8.0,362.0,7.0,35.0,3.0
은수희RAD발레학원,서울특별시 노원구 노원로 547,37.6607248,127.0569722,80,45,0.0,45.0,61.0,1657.0,11.0,65.0,4.0
자유자재학원,서울특별시 노원구 한글비석로 263,37.6512178,127.0764633,700,82,0.0,82.0,477.0,60249.0,57.0,78.0,2.0
눈높이러닝센터수암학원,서울특별시 노원구 중계로12길 6,37.6476389,127.0811347,780,119,0.0,119.0,227.0,47427.0,47.0,42.0,2.0
노원-한국아파트경리전문학원,서울특별시 노원구 상계로3길 9,37.6566689,127.0621902,72,74,0.0,72.0,98.0,18785.0,93.0,88.0,6.0
클라비어음악교습소,서울특별시 노원구 중계로14나길 25,37.6489526,127.0833132,25,5,0.0,5.0,69.0,2926.0,29.0,27.0,0.0
애플트리영어교습소,서울특별시 노원구 동일로230길 32,37.6714269,127.0581089,25,5,0.0,5.0,51.0,2533.0,22.0,39.0,14.0
러셀중계학원,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,7660,298,0.0,298.0,474.0,59972.0,59.0,66.0,2.0
올바른학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,104,75,0.0,75.0,436.0,58776.0,50.0,58.0,2.0
이상프라임에듀학원,서울특별시 노원구 한글비석로48길 28,37.6654192,127.0674172,240,80,0.0,80.0,65.0,2568.0,30.0,41.0,4.0
아이러브음악교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,15,8,0.0,8.0,81.0,15891.0,70.0,57.0,2.0
모네논술국어교습소,서울특별시 노원구 동일로213길 78,37.6481378,127.0575649,30,5,0.0,5.0,49.0,2225.0,15.0,19.0,3.0
수학에미친사람들중계3관학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,375,81,0.0,81.0,472.0,60470.0,62.0,78.0,2.0
지혜의숲국어논술교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,6,6,0.0,6.0,466.0,59606.0,57.0,63.0,3.0
주선생수학캠프수학교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,15,3,0.0,3.0,66.0,2648.0,33.0,50.0,2.0
안일훈영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
지유국어교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,8,4,0.0,4.0,474.0,60266.0,59.0,66.0,2.0
미라정영어학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,16,82,0.0,16.0,478.0,60170.0,55.0,77.0,2.0
승리어학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,472,274,0.0,274.0,436.0,58577.0,50.0,58.0,2.0
이다(IDA)영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,16,5,0.0,5.0,457.0,59397.0,56.0,64.0,2.0
로시(ROSSI)미술학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,42,72,0.0,42.0,466.0,59570.0,57.0,63.0,3.0
교원더퍼스트캠퍼스하계직영학원,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,79,68,0.0,68.0,46.0,2649.0,28.0,64.0,6.0
셀파독서논술교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,14,5,0.0,5.0,88.0,2761.0,44.0,68.0,12.0
학림3관학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2000,324,0.0,324.0,478.0,60414.0,62.0,68.0,2.0
씨앤아이(CNI)학원,서울특별시 노원구 중계로 219,37.6504923,127.0756701,131,68,0.0,68.0,481.0,60064.0,57.0,72.0,2.0
월계해드니미술교습소,서울특별시 노원구 월계로45가길 89,37.6317699,127.0501857,35,7,0.0,7.0,7.0,316.0,2.0,15.0,1.0
수학에미친사람들중계2관학원,서울특별시 노원구 중계로 219,37.6504923,127.0756701,375,150,0.0,150.0,481.0,59982.0,57.0,72.0,2.0
혜성코멧학원,서울특별시 노원구 섬밭로 190,37.6337017,127.0678655,1170,92,0.0,92.0,32.0,998.0,26.0,91.0,7.0
스마트해법엘리영어교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,15,5,0.0,5.0,78.0,3207.0,20.0,50.0,3.0
예대실용음악교습소,서울특별시 노원구 한글비석로48길 12,37.6648037,127.0673043,29,6,0.0,6.0,69.0,2715.0,34.0,43.0,4.0
샬롬피아노교습소,서울특별시 노원구 동일로 1456,37.6588173,127.0604508,12,4,0.0,4.0,76.0,14443.0,56.0,77.0,5.0
노엘음악학원,서울특별시 노원구 공릉로58길 87,37.6357361,127.0733258,80,50,0.0,50.0,39.0,11874.0,44.0,67.0,6.0
래피드속독학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,154,70,0.0,70.0,476.0,60660.0,62.0,71.0,2.0
J영어학원,서울특별시 노원구 동일로 1393,37.6529411,127.0605151,137,87,0.0,87.0,94.0,10165.0,88.0,69.0,4.0
옐로우아트미술교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,21,7,0.0,7.0,466.0,59605.0,57.0,63.0,3.0
세손교육중계국어교습소,서울특별시 노원구 중계로 220,37.6508775,127.0756868,80,5,0.0,5.0,470.0,59942.0,54.0,75.0,2.0
신의한수학원,서울특별시 노원구 덕릉로60길 186,37.6325722,127.0437784,120,71,0.0,71.0,1.0,68.0,3.0,1.0,1.0
Fun&Joy영어교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,12,7,0.0,7.0,68.0,5368.0,33.0,22.0,2.0
윤선생우리집앞불암산영어교습소,서울특별시 노원구 덕릉로94가길 20,37.663117,127.0785759,12,6,0.0,6.0,33.0,1247.0,26.0,50.0,9.0
이신범수학학원,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,220,74,0.0,74.0,477.0,60257.0,57.0,77.0,2.0
칸타빌레음악학원,서울특별시 노원구 덕릉로77길 5,37.6542909,127.0735576,75,55,0.0,55.0,281.0,15762.0,41.0,68.0,4.0
피켈중계학원,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,5500,84,0.0,84.0,474.0,60186.0,59.0,66.0,2.0
가리온학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,18,75,0.0,18.0,476.0,60712.0,62.0,71.0,2.0
윤선생우리집앞영어교실용원영어교습소,서울특별시 노원구 섬밭로 139,37.6291633,127.0668178,27,9,0.0,9.0,23.0,738.0,15.0,70.0,6.0
이아이이(EiE)노원상계어학원,서울특별시 노원구 노해로 521,37.655741,127.065897,50,146,0.0,50.0,82.0,15748.0,87.0,70.0,4.0
Hi멘토수학학원,서울특별시 노원구 동일로191가길 42,37.6268984,127.0711272,110,90,0.0,90.0,36.0,11533.0,31.0,56.0,8.0
영은피아노교습소,서울특별시 노원구 동일로213길 78,37.6481378,127.0575649,15,5,0.0,5.0,49.0,2225.0,15.0,19.0,3.0
엠-피엠피학원,서울특별시 노원구 동일로 1530,37.665073,127.0580605,120,135,0.0,120.0,99.0,3429.0,26.0,76.0,5.0
중계사랑음악학원,서울특별시 노원구 한글비석로 363,37.6579097,127.0744272,32,39,0.0,32.0,73.0,4734.0,54.0,80.0,7.0
중계표현1관어학원,서울특별시 노원구 한글비석로 235,37.6487645,127.0763385,154,166,0.0,154.0,466.0,59773.0,56.0,72.0,2.0
벨트(Belt)영어교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,14,7,0.0,7.0,78.0,3205.0,20.0,50.0,3.0
아네뜨미술학원,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,100,52,0.0,52.0,477.0,60279.0,57.0,77.0,2.0
노원중계이아이이(EIE)어학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,104,150,0.0,104.0,468.0,60504.0,65.0,73.0,2.0
한예종라라무용학원,서울특별시 노원구 동일로191가길 22,37.6260045,127.0714139,130,74,0.0,74.0,28.0,11271.0,39.0,59.0,6.0
어썸잉글리쉬학원,서울특별시 노원구 공릉로34길 10-2,37.6223308,127.0797916,40,72,0.0,40.0,60.0,2379.0,76.0,40.0,9.0
격수당수학학원,서울특별시 노원구 중계로 217,37.6504871,127.0759853,50,70,0.0,50.0,488.0,60367.0,58.0,74.0,2.0
수수학교습소,서울특별시 노원구 누원로 28,37.6875043,127.0544509,20,5,0.0,5.0,9.0,306.0,4.0,3.0,2.0
중원해법영어교습소,서울특별시 노원구 동일로 1279,37.642026,127.0641086,4,7,0.0,4.0,37.0,1025.0,35.0,98.0,7.0
워너비뷰티아카데미학원,서울특별시 노원구 노해로 501,37.6552273,127.0635578,620,108,0.0,108.0,117.0,19427.0,102.0,87.0,7.0
베르디음악교습소,서울특별시 노원구 광운로2나길 30,37.6175521,127.0612663,9,7,0.0,7.0,33.0,1165.0,33.0,30.0,6.0
해빗수학교습소,서울특별시 노원구 한글비석로31길 34,37.6605806,127.0690116,48,6,0.0,6.0,66.0,2593.0,78.0,74.0,5.0
입시형인간학원,서울특별시 노원구 중계로 201,37.6504487,127.0777705,208,94,0.0,94.0,465.0,60101.0,64.0,71.0,2.0
시그마수학과학학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,107,149,0.0,107.0,36.0,11984.0,34.0,62.0,5.0
임설현창의미술교습소,서울특별시 노원구 동일로245가길 41,37.6799626,127.0535049,18,9,0.0,9.0,22.0,468.0,34.0,20.0,6.0
프라임영어교습소,서울특별시 노원구 동일로 1639-6,37.6748028,127.0547274,72,9,0.0,9.0,37.0,1998.0,51.0,20.0,13.0
뮤엠영어공릉영어교습소,서울특별시 노원구 동일로175길 30,37.6195701,127.0730541,10,9,0.0,9.0,26.0,1118.0,60.0,55.0,7.0
배움학원,서울특별시 노원구 중계로 162-11,37.6497854,127.0813006,56,94,0.0,56.0,399.0,57031.0,63.0,54.0,2.0
아라해법학원,서울특별시 노원구 동일로216길 70,37.6521365,127.0654852,43,95,0.0,43.0,84.0,16596.0,73.0,63.0,4.0
중평최강수학교습소,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,12,4,0.0,4.0,44.0,2550.0,19.0,54.0,3.0
데프댄스(DEF DANCE)학원,서울특별시 노원구 상계로 55,37.6560884,127.0610411,644,98,0.0,98.0,98.0,18637.0,95.0,80.0,5.0
해법영어중평엘리트영어교습소,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,35,7,0.0,7.0,44.0,2547.0,19.0,54.0,3.0
쎈수학러닝센터월계수학교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,12,4,0.0,4.0,33.0,1168.0,38.0,33.0,6.0
더함미술학원,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,18,52,0.0,18.0,84.0,4659.0,50.0,76.0,7.0
건우애듀원격교육학원,서울특별시 노원구 동일로191가길 22,37.6260045,127.0714139,2619738,9999,0.0,9999.0,28.0,1346.0,39.0,59.0,6.0
비트영어학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,46,110,0.0,46.0,467.0,60400.0,62.0,77.0,2.0
스코어퍼펙트영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,5,0.0,5.0,474.0,60234.0,57.0,74.0,2.0
더베스트학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,90,82,0.0,82.0,480.0,60431.0,58.0,74.0,3.0
S.JGuitarMusic음악교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,28,7,0.0,7.0,80.0,14625.0,60.0,70.0,4.0
SR과학탐구학원,서울특별시 노원구 한글비석로 263,37.6512178,127.0764633,80,90,0.0,80.0,477.0,60251.0,57.0,78.0,2.0
The오른수학학원,서울특별시 노원구 한글비석로52길 16,37.6651931,127.0665093,130,87,0.0,87.0,66.0,2564.0,32.0,49.0,2.0
다원수타수학학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,110,88,0.0,88.0,476.0,60642.0,62.0,71.0,2.0
티앤씨학원,서울특별시 노원구 월계로45길 37,37.6269962,127.0503638,192,78,0.0,78.0,10.0,367.0,7.0,47.0,4.0
수리수리와수학교습소,서울특별시 노원구 섬밭로 139,37.6291633,127.0668178,16,5,0.0,5.0,23.0,742.0,15.0,70.0,6.0
클라쎄독일어교습소,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2,5,0.0,2.0,478.0,60736.0,62.0,68.0,2.0
수학의기술은행사거리점학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,101,72,0.0,72.0,476.0,60658.0,62.0,71.0,2.0
예일1:1맞춤코칭학원,서울특별시 노원구 한글비석로41가길 15,37.6623379,127.067762,80,78,0.0,78.0,82.0,2971.0,61.0,57.0,3.0
클리닉과학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,21,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
장민준영어학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,330,69,0.0,69.0,480.0,60444.0,58.0,74.0,3.0
KO과학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,35,5,0.0,5.0,474.0,60265.0,59.0,66.0,2.0
알로곤학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,410,134,0.0,134.0,478.0,60052.0,55.0,77.0,2.0
알로곤영재센터학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,280,125,1.0,125.0,478.0,60061.0,55.0,77.0,2.0
Museum학원,서울특별시 노원구 한글비석로 325,37.6563943,127.0777101,100,84,0.0,84.0,75.0,5212.0,22.0,46.0,4.0
그리고미술교습소,서울특별시 노원구 동일로242라길 9,37.6761423,127.0571793,56,8,0.0,8.0,23.0,953.0,46.0,6.0,11.0
이승하수학교습소,서울특별시 노원구 동일로 1343,37.6484923,127.0619864,12,4,0.0,4.0,55.0,4438.0,32.0,45.0,5.0
산내들미술학원,서울특별시 노원구 한글비석로 470,37.6647174,127.0659868,524,133,0.0,133.0,66.0,2518.0,34.0,50.0,2.0
더베스트프리미엄영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,5,0.0,5.0,474.0,60234.0,57.0,74.0,2.0
최쌤수학상계수학교습소,서울특별시 노원구 동일로227길 26,37.6687829,127.0537253,72,9,0.0,9.0,65.0,3290.0,24.0,35.0,5.0
올리브국어논술교습소,서울특별시 노원구 중계로14나길 44,37.6483087,127.0831926,12,4,0.0,4.0,66.0,2800.0,27.0,30.0,0.0
차수학교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,18,6,0.0,6.0,22.0,471.0,21.0,20.0,7.0
중계당근수학교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,119,9,0.0,9.0,80.0,14623.0,60.0,70.0,4.0
조송아국어전문학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,83,98,0.0,83.0,476.0,60647.0,62.0,71.0,2.0
안성용수학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,48,3,0.0,3.0,474.0,60236.0,57.0,74.0,2.0
엠베스트에스(SE)중계건영캠퍼스학원,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,80,69,0.0,69.0,451.0,59165.0,53.0,69.0,4.0
명수학교습소,서울특별시 노원구 마들로 59,37.6212796,127.0676557,15,3,0.0,3.0,21.0,529.0,15.0,36.0,5.0
다니엘학원,서울특별시 노원구 한글비석로 411,37.6612609,127.0706481,55,76,0.0,55.0,68.0,2579.0,81.0,71.0,9.0
아트앤아트미술교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,54,9,0.0,9.0,33.0,1163.0,38.0,33.0,6.0
윤승완영어학원,서울특별시 노원구 한글비석로 235,37.6487645,127.0763385,4539,207,0.0,207.0,466.0,59720.0,56.0,72.0,2.0
수락리버시티잉글리시아이영어교습소,서울특별시 노원구 누원로 18,37.6860515,127.0535696,25,5,0.0,5.0,9.0,306.0,6.0,11.0,2.0
킴스뮤직음악교습소,서울특별시 노원구 노원로1길 75,37.6208425,127.0830671,25,8,0.0,8.0,63.0,2114.0,47.0,56.0,14.0
로고스이(e)해법학원,서울특별시 노원구 덕릉로118길 29,37.667829,127.0816184,180,86,0.0,86.0,18.0,466.0,20.0,27.0,6.0
자연계에듀학원,서울특별시 노원구 한글비석로 245,37.6495965,127.0763777,59994,9999,0.0,9999.0,473.0,50458.0,59.0,68.0,2.0
서울부동산경(공)매전문학원,서울특별시 노원구 상계로1길 24,37.6570888,127.0617207,210,76,0.0,76.0,103.0,18972.0,88.0,94.0,6.0
토즈상계스마트독서실,서울특별시 노원구 동일로 1528,37.6648039,127.0581367,130,138,0.0,130.0,103.0,3491.0,26.0,76.0,5.0
메타클래스(metaclass)영수전문학원,서울특별시 노원구 동일로 1365,37.6505935,127.0612172,40,83,0.0,40.0,94.0,9075.0,66.0,44.0,5.0
고도미술교습소,서울특별시 노원구 동일로177길 20,37.6209566,127.0732633,6,3,0.0,3.0,19.0,691.0,73.0,53.0,8.0
수북수북국어논술교습소,서울특별시 노원구 노원로1길 9,37.6221921,127.0863931,20,8,0.0,8.0,54.0,1243.0,26.0,70.0,13.0
원일수학교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,12,6,0.0,6.0,472.0,60545.0,62.0,78.0,2.0
중계스즈키바이올린첼로학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,80,43,0.0,43.0,466.0,59569.0,57.0,63.0,3.0
크레버스영재관중계제1지점학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,854,105,0.0,105.0,466.0,59507.0,57.0,63.0,3.0
오렌지수학교습소,서울특별시 노원구 노원로 314,37.6446072,127.0720589,20,5,0.0,5.0,46.0,1385.0,15.0,46.0,3.0
