,Unnamed: 0,학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계
268,268,뮤엘음악교습소,서울특별시 광진구 뚝섬로52가길 42,37.5307311,127.0814715,25,5.0
269,269,지원수학교습소,서울특별시 광진구 뚝섬로37길 11,37.5350143,127.0716811,63,9.0
270,270,푸른꿈보습학원,서울특별시 광진구 천호대로111길 35,37.557918,127.0825732,215,74.0
271,271,에듀플러스보습학원,서울특별시 광진구 뚝섬로 535,37.5351115,127.0696917,170,71.0
272,272,광진심슨어학보습학원,서울특별시 광진구 광나루로 604,37.5415728,127.0949101,780,280.0
273,273,김은미수학교습소,서울특별시 광진구 자양로26길 61,37.5409948,127.0874042,35,5.0
274,274,해법영어교습소,서울특별시 광진구 자양번영로2길 26,37.5301694,127.0763777,16,4.0
275,275,광진뮤엠영어학원,서울특별시 광진구 자양로50길 8,37.5518766,127.0927995,80,72.0
276,276,더피아노교습소,서울특별시 광진구 용마산로22길 11-5,37.5638394,127.0875682,32,9.0
277,277,다빈치키드미술교습소,서울특별시 광진구 뚝섬로37길 11,37.5350143,127.0716811,54,9.0
278,278,런던인예술미술교습소,서울특별시 광진구 아차산로70길 61,37.5397145,127.1000979,91,7.0
279,279,책과크는아이들논술교습소,서울특별시 광진구 뚝섬로35길 9,37.5356572,127.0700386,36,9.0
280,280,생생중국어교습소,서울특별시 광진구 아차산로 499,37.5424654,127.0962926,27,9.0
281,281,델타수학교습소,서울특별시 광진구 면목로 141-1,37.566157,127.0811999,99,9.0
282,282,나룰음악학원,서울특별시 광진구 뚝섬로36길 18,37.5334492,127.0704997,200,46.0
283,283,강남컴퓨터학원,서울특별시 광진구 자양로50길 33-1,37.5524022,127.0941511,18,49.0
284,284,참수학교습소,서울특별시 광진구 뚝섬로36길 14,37.53376069999999,127.0712458,36,9.0
285,285,자양어린이바둑교습소,서울특별시 광진구 자양번영로 44,37.5335142,127.0760091,32,8.0
286,286,국풀국어다올학원,서울특별시 광진구 광나루로 590,37.5425759,127.0939174,114,70.0
287,287,조이피아노음악교습소,서울특별시 광진구 아차산로 530,37.5419395,127.0996713,42,6.0
288,288,점프업수학교습소,서울특별시 광진구 자양번영로6길 26,37.5320493,127.0769525,27,9.0
289,289,제이든팝송영어교습소,서울특별시 광진구 광나루로32길 5,37.5448069,127.0837707,13,9.0
290,290,해법광장아카데미영어교습소,서울특별시 광진구 아차산로 499,37.5424654,127.0962926,63,9.0
291,291,청구이화어학원,서울특별시 광진구 아차산로 503-23,37.5424654,127.0962926,94,80.0
292,292,수인비초중등관학원,서울특별시 광진구 용마산로 114,37.5638778,127.0871117,280,68.0
293,293,상상공간미술이야기미술학원,서울특별시 광진구 능동로4길 71,37.5317118,127.0707183,41,55.0
294,294,오성컴퓨터교습소,서울특별시 광진구 뚝섬로36가길 15,37.5322136,127.0716289,55,9.0
295,295,더랩(THE LAB)100℃영어교습소,서울특별시 광진구 자양로 245,37.54851,127.0887796,24,9.0
296,296,자양심슨어학학원,서울특별시 광진구 뚝섬로 552,37.5342435,127.0712757,900,296.0
297,297,밀알국어교습소,서울특별시 광진구 광나루로54길 83,37.5376527,127.0944389,9,9.0
298,298,음악숲음악교습소,서울특별시 광진구 뚝섬로46길 53,37.5303763,127.0764387,13,5.0
299,299,M2M수학교습소,서울특별시 광진구 뚝섬로56길 14,37.5308633,127.0824316,18,9.0
300,300,열리는수학교습소,서울특별시 광진구 뚝섬로 520-1,37.5353025,127.0679524,40,8.0
301,301,라온국어보습학원,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,190,30.0
302,302,닥터정이클래스광진구의보습학원,서울특별시 광진구 아차산로69길 8,37.5425891,127.0984974,240,70.0
303,303,상상스튜디오미술교습소,서울특별시 광진구 긴고랑로1길 39,37.5657316,127.078063,15,9.0
304,304,엘리트랭귀지센터어학원,서울특별시 광진구 능동로 239,37.55171199999999,127.0763045,200,297.0
305,305,기틀수학보습학원,서울특별시 광진구 뚝섬로52길 13,37.5313052,127.0794528,90,60.0
306,306,범연기학원,서울특별시 광진구 능동로13길 39,37.5435023,127.0699004,32,16.0
307,307,보이스코드실용음악학원,서울특별시 광진구 면목로 32,37.55686499999999,127.0764746,13,50.0
308,308,바라크미술교습소,서울특별시 광진구 용마산로3길 95,37.5571534,127.0829477,16,9.0
309,309,영어종결자학원,서울특별시 광진구 자양번영로 20,37.531379,127.0753883,120,70.0
310,310,튼튼영어마스터클럽광진중곡보습학원,서울특별시 광진구 영화사로 27,37.5572099,127.0903069,250,71.0
311,311,한울독서실,서울특별시 광진구 천호대로137길 9,37.5494558,127.0928372,50,50.0
312,312,댄스필리아댄스스포츠학원,서울특별시 광진구 천호대로 571,37.5566995,127.0816783,81,90.0
313,313,동심음악교습소,서울특별시 광진구 천호대로111길 57,37.5588055,127.083054,60,6.0
314,314,해법구의아카데미보습학원,서울특별시 광진구 광나루로30길 37,37.5435372,127.0816888,117,75.0
315,315,거짓말같은기적연기학원,서울특별시 광진구 능동로 338,37.5594924,127.0810349,48,107.0
316,316,늘푸른수학원,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,450,129.0
317,317,홍익화실미술학원,서울특별시 광진구 뚝섬로 510,37.53551580000001,127.0669432,170,55.0
318,318,더프라임(The Prime)수학학원,서울특별시 광진구 아차산로 461,37.5398941,127.0932358,160,74.0
319,319,예지원음악교습소,서울특별시 광진구 용마산로3길 82,37.5570503,127.0838135,15,5.0
320,320,폴린뮤직학원,서울특별시 광진구 능동로13길 39,37.5435023,127.0699004,460,30.0
321,321,고릴라잉글리쉬영어교습소,서울특별시 광진구 자양로3길 68,37.5295734,127.0829834,27,9.0
322,322,고릴라크루댄스학원,서울특별시 광진구 구의로 6,37.538514,127.0893773,180,100.0
323,323,웅진씽크빅학습센터대원학원,서울특별시 광진구 용마산로 116,37.5640446,127.087083,220,90.0
324,324,토즈스터디센터광장독서실,서울특별시 광진구 광나루로 620,37.5407033,127.0960559,1319,168.0
325,325,(Poly)광진폴리어학원,서울특별시 광진구 자양로 113,37.5378865,127.0829817,336,150.0
326,326,대원킨더아카데미어학원,서울특별시 광진구 용마산로22길 28,37.5639248,127.0884984,226,209.0
327,327,광진피케이독학학원,서울특별시 광진구 아차산로 457,37.5396506,127.0928649,220,100.0
328,328,진음악교습소,서울특별시 광진구 용마산로3길 19,37.5560598,127.086913,15,5.0
329,329,선과색미술학원,서울특별시 광진구 천호대로 677,37.5508152,127.0907388,380,150.0
330,330,진명보습학원,서울특별시 광진구 광나루로 590,37.5425759,127.0939174,126,75.0
331,331,멘토링수학교습소,서울특별시 광진구 영화사로3길 18,37.5576478,127.0910869,121,9.0
332,332,제스트연기학원,서울특별시 광진구 자양로 149,37.5411537,127.0833362,30,73.0
333,333,써밋뮤지션음악학원,서울특별시 광진구 긴고랑로29길 39,37.5616697,127.0863785,170,57.0
334,334,엘리트영재보습학원,서울특별시 광진구 광나루로46길 3,37.5434518,127.0929563,121,70.0
335,335,이지에이아카데미학원,서울특별시 광진구 능동로 264,37.5535051,127.0778422,40,47.0
336,336,물고기미술교습소,서울특별시 광진구 구의강변로 87,37.5384956,127.0936405,18,9.0
337,337,혜윰국어교습소,서울특별시 광진구 자양로 246,37.5483357,127.0892117,8,9.0
338,338,청담이레수학교습소,서울특별시 광진구 뚝섬로 504-1,37.5357644,127.0662048,8,4.0
339,339,빅토리미술교습소,서울특별시 광진구 광나루로56길 32,37.5386271,127.0958742,21,7.0
340,340,노꿈아주산교습소,서울특별시 광진구 아차산로70길 62,37.5406205,127.0986045,21,7.0
341,341,문제해결수학교습소,서울특별시 광진구 광나루로38길 73,37.54160150000001,127.0873097,8,4.0
342,342,이승문의언어의발견학원,서울특별시 광진구 아차산로49길 41-5,37.5387246,127.0839647,60,103.0
343,343,스카이영어수학학원,서울특별시 광진구 군자로 85-1,37.55091530000001,127.0709417,100,73.0
344,344,톡톡학원,서울특별시 광진구 아차산로 294,37.5382134,127.0755469,544,115.0
345,345,광장영어교습소,서울특별시 광진구 아차산로65길 9,37.54070859999999,127.0941005,10,7.0
346,346,그라쯔음악교습소,서울특별시 광진구 자양로3길 61,37.5295231,127.083325,14,6.0
347,347,창조수학학원,서울특별시 광진구 광나루로 584,37.54305129999999,127.0935523,105,74.0
348,348,건대위드피아노학원,서울특별시 광진구 아차산로 191,37.5420462,127.0651456,65,23.0
349,349,메이킹학원,서울특별시 광진구 아차산로 294,37.5382134,127.0755469,52,92.0
350,350,자올독서논술교습소,서울특별시 광진구 자양로3길 68,37.5295734,127.0829834,33,3.0
351,351,라임(Lime)학원,서울특별시 광진구 자양로15길 46,37.5354942,127.0811465,340,69.0
352,352,에이피(A?P)아트센터미술학원,서울특별시 광진구 광나루로 590,37.5425759,127.0939174,66,106.0
353,353,광진델타수학보습학원,서울특별시 광진구 아차산로 345,37.5377045,127.0815286,48,71.0
354,354,생각하는황소광진학원,서울특별시 광진구 구의강변로 106,37.5399001,127.0948193,30,70.0
355,355,수학의신학원,서울특별시 광진구 광나루로 621,37.5407819,127.0967829,90,77.0
356,356,이쌤수학교습소,서울특별시 광진구 용마산로22길 11-5,37.5638394,127.0875682,18,9.0
357,357,더쎈수학교습소,서울특별시 광진구 천호대로138길 52,37.547018,127.0917055,5,5.0
358,358,토크스테이션원격학원,서울특별시 광진구 능동로 275-1,37.5546997,127.077762,300,0.0
359,359,수캠프수학학원,서울특별시 광진구 광나루로 584,37.54305129999999,127.0935523,120,70.0
360,360,한국모델리스트패턴학원,서울특별시 광진구 아차산로 431,37.538653,127.0901794,560,82.0
361,361,더채움수학전문학원,서울특별시 광진구 아차산로73길 44,37.5466961,127.1026265,350,73.0
362,362,쇼타임스쿨학원,서울특별시 광진구 아차산로 324,37.5373962,127.0787717,122,79.0
363,363,박희영수학교습소,서울특별시 광진구 능동로4길 38,37.5321852,127.0690312,30,9.0
364,364,능동e해법수학교습소,서울특별시 광진구 천호대로116길 14,37.5545176,127.0838038,56,7.0
365,365,해법엘리트영어교습소,서울특별시 광진구 동일로72길 42,37.5653782,127.0797526,60,6.0
366,366,더(THE)칸트수학고등학습관학원,서울특별시 광진구 아차산로 484,37.540724,127.0956717,16,70.0
367,367,더클래스(Theclass)영어교습소,서울특별시 광진구 광나루로36길 72,37.5418065,127.085491,8,9.0
368,368,더(THE)칸트수학학원,서울특별시 광진구 아차산로 484,37.540724,127.0956717,18,85.0
369,369,수학의달인구의점수학교습소,서울특별시 광진구 천호대로136길 46,37.54776349999999,127.0900713,48,8.0
370,370,아트그로우미술교습소,서울특별시 광진구 아차산로 549,37.5441452,127.1015274,30,6.0
371,371,유병환애견미용학원,서울특별시 광진구 아차산로 621,37.5484962,127.1072266,150,105.0
372,372,리딩오션광진&중국어학원,서울특별시 광진구 광나루로 608,37.541167,127.0953041,40,70.0
373,373,노리미술교습소,서울특별시 광진구 긴고랑로29길 39,37.5616697,127.0863785,20,5.0
374,374,아이비티영어교습소,서울특별시 광진구 천호대로119길 57,37.5574184,127.0857811,42,6.0
375,375,위(We)양쌤수학교습소,서울특별시 광진구 광나루로 606,37.5413415,127.0951373,21,3.0
376,376,아그네스영어교습소,서울특별시 광진구 아차산로21길 47,37.54450629999999,127.0658448,12,6.0
377,377,에스투(S2)솔루션수학과학학원,서울특별시 광진구 광나루로 582,37.5430855,127.0933652,132,76.0
378,378,라이즈더네이처아카데미학원,서울특별시 광진구 자양로50길 84,37.5530283,127.0969846,216,268.0
379,379,그린램프라이브러리광장캠퍼스독서실,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,206,103.0
380,380,이투스247서울광진점학원,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,2120,167.0
381,381,뉴옥스포드보습학원,서울특별시 광진구 뚝섬로36길 53,37.5320996,127.0703949,260,72.0
382,382,광장동해법중국어학원,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,120,80.0
383,383,한우리논술교습소,서울특별시 광진구 뚝섬로46길 67,37.5298034,127.0762667,3,3.0
384,384,4%사회탐구사회교습소,서울특별시 광진구 아차산로 484,37.540724,127.0956717,14,7.0
385,385,메이리피아노음악교습소,서울특별시 광진구 아차산로70길 61,37.5397145,127.1000979,16,2.0
386,386,플랜에이카페와독서실,서울특별시 광진구 아차산로 613,37.5478084,127.106495,531,89.0
387,387,매쏘드(Mathod)수학교습소,서울특별시 광진구 천호대로129길 48,37.5535568,127.0919635,14,4.0
388,388,카이스트수학교습소,서울특별시 광진구 자양번영로3길 38-21,37.532629,127.0735216,32,9.0
389,389,비전영수학원,서울특별시 광진구 뚝섬로41길 6,37.5338368,127.0750659,84,70.0
390,390,케이에스(KS)수학교습소,서울특별시 광진구 광나루로44길 44,37.5423315,127.0910845,12,4.0
391,391,뉴런(NewLearn)과학교습소,서울특별시 광진구 뚝섬로36길 61,37.5318946,127.0701161,63,9.0
392,392,연세권샘학원,서울특별시 광진구 아차산로 477,37.540732,127.094682,90,76.0
393,393,튼튼영어마스터클럽푸른꿈영어교습소,서울특별시 광진구 천호대로111길 36,37.55793430000001,127.0828806,21,7.0
394,394,밸류인수학학원,서울특별시 광진구 아차산로 491,37.5418283,127.0959883,28,73.0
395,395,윈윈학원,서울특별시 광진구 긴고랑로29길 75,37.5633043,127.0861148,50,71.0
396,396,스위트피아노(SWEETPIANO)음악교습소,서울특별시 광진구 뚝섬로33길 34,37.5365712,127.0701466,42,6.0
397,397,선화아트스토리미술교습소,서울특별시 광진구 광나루로56길 29,37.53739729999999,127.0976212,15,3.0
398,398,한가람어학원,서울특별시 광진구 영화사로 19,37.557691,127.0896293,224,161.0
399,399,토즈스터디센터중곡독서실,서울특별시 광진구 용마산로 107,37.5631871,127.0867088,1217,118.0
400,400,하우스터디광장센터독서실,서울특별시 광진구 광나루로 607,37.5419607,127.095718,342,87.0
401,401,WD에듀학원,서울특별시 광진구 자양번영로 38,37.5328543,127.0758789,24,10.0
402,402,천만스토리연출학원,서울특별시 광진구 천호대로 579,37.5564322,127.0826217,98,75.0
403,403,더해수학학원,서울특별시 광진구 광나루로 600,37.5419375,127.0945505,12,96.0
404,404,세움입시전문학원,서울특별시 광진구 용마산로 93,37.5619087,127.0870137,80,70.0
405,405,해법영어뉴욕영어교습소,서울특별시 광진구 아차산로42길 29,37.5361509,127.0789733,35,5.0
406,406,웅진씽크빅학습센터광장학원,서울특별시 광진구 광나루로 607,37.5419607,127.095718,155,124.0
407,407,마이티마우스(MightyMouth)영어수학멘토링학원,서울특별시 광진구 천호대로 689,37.5500087,127.0915023,80,78.0
408,408,대치스터디학원,서울특별시 광진구 자양로 241,37.5481982,127.0883905,140,106.0
409,409,튼튼영어마스터클럽광진자양학원,서울특별시 광진구 능동로6길 14,37.5341565,127.0687766,40,75.0
410,410,잉글리시에티카(EnglishETHICA)영어교습소,서울특별시 광진구 광나루로54길 38,37.5392467,127.0950927,15,4.0
411,411,플래뮤미술학원,서울특별시 광진구 아차산로 502,37.5413438,127.097272,20,51.0
412,412,토론하는아이들논술교습소,서울특별시 광진구 광나루로56길 34,37.5386271,127.0958742,6,3.0
413,413,그림공미술교습소,서울특별시 광진구 뚝섬로56길 60-1,37.5286545,127.0826467,48,7.0
414,414,언어의시작/ 양미선국어논술국어교습소,서울특별시 광진구 광나루로 606,37.5413415,127.0951373,19,5.0
415,415,아카데미라운지구의독서실,서울특별시 광진구 천호대로 661,37.552016,127.0904104,408,102.0
416,416,정현국어학원,서울특별시 광진구 자양번영로 33,37.5326691,127.075258,70,210.0
417,417,플레이팩토사고력수학교습소,서울특별시 광진구 용마산로3길 95,37.5571534,127.0829477,11,7.0
418,418,김가베수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,8,4.0
419,419,수리수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,4,4.0
420,420,영재들의미술상자미술교습소,서울특별시 광진구 자양로13가길 13,37.5346736,127.0812009,10,5.0
421,421,노마드아트미술학원,서울특별시 광진구 아차산로 530,37.5419395,127.0996713,17,64.0
422,422,최선생수학본영어학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,250,112.0
423,423,디보스댄스학원,서울특별시 광진구 자양로26길 50,37.5410171,127.086652,78,47.0
424,424,라단사발레아카데미학원,서울특별시 광진구 자양로 261,37.5495997,127.0899961,48,66.0
425,425,쁘띠주원미술교습소,서울특별시 광진구 천호대로113길 6,37.5574285,127.0832838,27,9.0
426,426,숙명현음악교습소,서울특별시 광진구 광나루로56길 34,37.5386271,127.0958742,12,4.0
427,427,한국자전거기술학원,서울특별시 광진구 구의로 67,37.5440664,127.0903506,216,63.0
428,428,수인비고등관학원,서울특별시 광진구 용마산로 101-1,37.5627561,127.0867835,150,69.0
429,429,퍼스트수학닥터윤영어&영어도서관학원,서울특별시 광진구 아차산로70길 26,37.54196659999999,127.1011914,75,70.0
430,430,참다운수학교습소,서울특별시 광진구 천호대로117길 59,37.5576171,127.085114,30,8.0
431,431,리딩버디영어교습소,서울특별시 광진구 용마산로3길 95,37.5571534,127.0829477,20,4.0
432,432,아가파오수학교습소,서울특별시 광진구 아차산로65길 78,37.5427613,127.0914141,20,5.0
433,433,아트(ART)530미술교습소,서울특별시 광진구 뚝섬로55길 11,37.5321267,127.0823137,8,5.0
434,434,클린스터디(Clean Study)독서실,서울특별시 광진구 용마산로 104,37.56289719999999,127.0872705,144,48.0
435,435,C&C미술학원,서울특별시 광진구 천호대로 579,37.5564322,127.0826217,442,62.0
436,436,오르다샘앤클래스광진광장학원,서울특별시 광진구 광나루로 586,37.5428623,127.0937426,8,74.0
437,437,씽크인아트미술학원,서울특별시 광진구 용마산로3길 99,37.5572179,127.0827824,40,80.0
438,438,뿌리미술교습소,서울특별시 광진구 아차산로59길 42,37.5402908,127.0908091,10,5.0
439,439,수피아노음악교습소,서울특별시 광진구 용마산로16길 5,37.56219189999999,127.0875772,89,8.0
440,440,FTA독서실,서울특별시 광진구 광나루로56길 85,37.5356993,127.095765,73,73.0
441,441,책읽어주는미술교습소,서울특별시 광진구 영화사로7길 24,37.5566238,127.0921941,24,5.0
442,442,스튜디오(studio)미술학원,서울특별시 광진구 천호대로 590,37.555382,127.0830775,105,57.0
443,443,몬스터어학원,서울특별시 광진구 아차산로 459,37.5444761,127.0897654,99,155.0
444,444,솔로몬음악교습소,서울특별시 광진구 뚝섬로52마길 66,37.5285887,127.0820298,24,7.0
445,445,원클래스라이브러리구의점독서실,서울특별시 광진구 구의강변로 86,37.5381389,127.0939329,385,77.0
446,446,엠제이영어리딩영어교습소,서울특별시 광진구 자양로 319,37.554008,127.0938192,12,6.0
447,447,은섬학원,서울특별시 광진구 용마산로 116,37.5640446,127.087083,288,81.0
448,448,나랏말씀국어학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,59,82.0
449,449,봄(Bom)구름영어교습소,서울특별시 광진구 영화사로7길 24,37.5566238,127.0921941,70,7.0
450,450,키즈파라다이스(KIZPARADISE)영어교습소,서울특별시 광진구 자양로3길 46-10,37.5304003,127.0838391,9,3.0
451,451,뮤엠구의영어교습소,서울특별시 광진구 자양로28길 88,37.5414803,127.089061,3,3.0
452,452,광장스터디뱅크독서실,서울특별시 광진구 아차산로70길 26,37.54196659999999,127.1011914,130,65.0
453,453,일대일수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,8,4.0
454,454,스타댄스학원,서울특별시 광진구 동일로22길 49,37.5419356,127.067116,306,51.0
455,455,토즈스터디센터자양사거리독서실,서울특별시 광진구 자양로 109,37.5374247,127.0830692,1177,94.0
456,456,클랑음악교습소,서울특별시 광진구 군자로 65,37.5491149,127.0705476,72,9.0
457,457,반석학원,서울특별시 광진구 아차산로 530,37.5419395,127.0996713,688,72.0
458,458,플레이잉글리쉬(Play English)영어교습소,서울특별시 광진구 동일로72길 30,37.5655542,127.0792109,6,3.0
459,459,모난돌국어역사학원,서울특별시 광진구 아차산로 461,37.5398941,127.0932358,372,73.0
460,460,라온슬옹학원,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,305,85.0
461,461,뮤엠영어학원,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,155,72.0
462,462,바짝독서실,서울특별시 광진구 자양로 35,37.5310828,127.0860834,98,98.0
463,463,닥터엠고등수학교습소,서울특별시 광진구 아차산로 552,37.5431583,127.1041888,12,3.0
464,464,한밀러(HanMiller)영어교습소,서울특별시 광진구 영화사로7길 45,37.5572345,127.0931632,9,3.0
465,465,장희승영어교습소,서울특별시 광진구 자양로 165,37.5423781,127.0838417,4,2.0
466,466,리차드잉글리쉬학원,서울특별시 광진구 아차산로 484,37.540724,127.0956717,300,95.0
467,467,드림다락방학원,서울특별시 광진구 구의강변로 45,37.5349817,127.0912558,50,88.0
468,468,KAL수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,35,5.0
469,469,이태운수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,18,6.0
470,470,몽아뜰리에미술학원,서울특별시 광진구 광나루로54길 83,37.5376527,127.0944389,225,59.0
471,471,노리터미술교습소,서울특별시 광진구 군자로 86-1,37.5508336,127.0712307,5,9.0
472,472,혜자영어교습소,서울특별시 광진구 자양번영로5길 37-2,37.5329246,127.0731947,27,9.0
473,473,키즈플레이아트미술교습소,서울특별시 광진구 자양번영로4길 42-22,37.5302135,127.0772179,12,4.0
474,474,수운미술학원,서울특별시 광진구 자양로45길 18,37.5520971,127.0913622,75,53.0
475,475,비트믹스댄스학원,서울특별시 광진구 동일로 130,37.5438284,127.0652417,74,52.0
476,476,글로벌전인교육명품학원,서울특별시 광진구 자양로50길 18,37.5519443,127.0933075,36,76.0
477,477,열방영어교습소,서울특별시 광진구 긴고랑로36길 71,37.556703,127.0918727,21,6.0
478,478,비트믹스온더탑학원,서울특별시 광진구 동일로 130,37.5438284,127.0652417,125,65.0
479,479,켈리잉글리시영어교습소,서울특별시 광진구 뚝섬로64길 38,37.5319338,127.0888464,75,5.0
480,480,라벨비음악교습소,서울특별시 광진구 용마산로3길 104,37.5574636,127.0826587,39,9.0
481,481,제이투(JTWO)영어학원,서울특별시 광진구 용마산로 95,37.5621386,127.0869761,60,70.0
482,482,엠스트학원,서울특별시 광진구 자양로 249,37.5487509,127.0891058,140,69.0
483,483,차오름미술학원,서울특별시 광진구 광나루로56길 34,37.5386271,127.0958742,45,60.0
484,484,바라크그린미술교습소,서울특별시 광진구 천호대로117길 58,37.5575462,127.0853412,72,9.0
485,485,JK영어교습소,서울특별시 광진구 자양번영로 32,37.5324322,127.0757102,32,6.0
486,486,솔루니논술교습소,서울특별시 광진구 용마산로21길 27,37.5634854,127.0859389,24,6.0
487,487,호아미술교습소,서울특별시 광진구 능동로31길 8-1,37.5557601,127.0780072,88,8.0
488,488,드림영어학원,서울특별시 광진구 광나루로54길 32,37.5394662,127.0951348,160,76.0
489,489,조아뜰리에미술교습소,서울특별시 광진구 천호대로 666,37.5513556,127.089346,54,9.0
490,490,광진구주이배고등관학원,서울특별시 광진구 광나루로 603,37.5420151,127.0955975,100,190.0
491,491,서울강변작심독서실,서울특별시 광진구 광나루로56길 29,37.53739729999999,127.0976212,255,87.0
492,492,블루밍영어교습소,서울특별시 광진구 광나루로36길 28,37.5437193,127.0863141,16,5.0
493,493,MbM영어교습소,서울특별시 광진구 아차산로 345,37.5377045,127.0815286,56,7.0
494,494,푸른꿈과당신의기타교습소,서울특별시 광진구 뚝섬로40길 15,37.5331521,127.0729333,3,4.0
495,495,웨일즈어학원,서울특별시 광진구 광나루로 619,37.5410525,127.0964511,92,161.0
496,496,더뉴스타운(The NEWS Town)영어교습소,서울특별시 광진구 자양로 282-1,37.5509934,127.0917623,56,8.0
497,497,탑클래스잉글리쉬(Top Class English)영어교습소,서울특별시 광진구 용마산로3길 43,37.5561168,127.0856149,12,4.0
498,498,깊은생각광진학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,75,174.0
499,499,아가페음악학원,서울특별시 광진구 자양로7길 42,37.5324798,127.0824716,95,47.0
500,500,멘토스수학교습소,서울특별시 광진구 구의강변로 96,37.5384981,127.0946643,21,3.0
501,501,필즈수학학원,서울특별시 광진구 용마산로 95,37.5621386,127.0869761,58,76.0
502,502,이엠플러스(EM+)영수학원,서울특별시 광진구 아차산로 623,37.548496,127.106796,43,69.0
503,503,광진에이닷영어학원,서울특별시 광진구 광나루로 590,37.5425759,127.0939174,1040,109.0
504,504,임팩트학원,서울특별시 광진구 자양로37길 4,37.5478687,127.0878439,55,75.0
505,505,수학의달인해법영어학원,서울특별시 광진구 뚝섬로37길 11,37.5350143,127.0716811,86,76.0
506,506,엘리트서울미술교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,4,2.0
507,507,뮤엠영어해법수학학원,서울특별시 광진구 자양번영로 46,37.5336367,127.0760645,51,98.0
508,508,책독서논술교습소,서울특별시 광진구 자양번영로 47-3,37.5338199,127.0754885,16,8.0
509,509,책이랑글이랑논술교습소,서울특별시 광진구 군자로 84,37.5505216,127.071161,21,3.0
510,510,더베스트영어교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,6,2.0
511,511,하이클래스영어전문2관영어교습소,서울특별시 광진구 뚝섬로56길 34,37.5298767,127.0825684,20,5.0
512,512,즐거운예람음악교습소,서울특별시 광진구 용마산로 160,37.5678471,127.0863908,15,9.0
513,513,마스터입시전문연기학원,서울특별시 광진구 아차산로 453,37.5394007,127.0923951,150,73.0
514,514,제이미영어독서클럽교습소,서울특별시 광진구 동일로38길 13,37.551465,127.0701933,15,5.0
515,515,크로체꽃예술학원,서울특별시 광진구 능동로 251,37.55265050000001,127.0767212,436,52.0
516,516,베리타스에듀학원,서울특별시 광진구 천호대로 666,37.5513556,127.089346,210,69.0
517,517,한밀러(Hanmiller)수학교습소,서울특별시 광진구 영화사로7길 45,37.5572345,127.0931632,6,2.0
518,518,예술창작미술교습소,서울특별시 광진구 아차산로 634,37.5489219,127.1083668,45,9.0
519,519,리더스해법에듀학원,서울특별시 광진구 용마산로22길 16,37.5634767,127.0879136,90,83.0
520,520,제이케이모델입시학원,서울특별시 광진구 뚝섬로 468,37.5367436,127.0621483,330,61.0
521,521,제이케이모델전문학원,서울특별시 광진구 뚝섬로 468,37.5367436,127.0621483,1110,60.0
522,522,김주영수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,12,6.0
523,523,문연기학원,서울특별시 광진구 자양번영로 71,37.5359522,127.0762701,14,65.0
524,524,스택업러닝센터학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,705,47.0
525,525,셀파영어교습소,서울특별시 광진구 뚝섬로52라길 69,37.5294279,127.0824397,40,5.0
526,526,달그린미술창작소미술교습소,서울특별시 광진구 동일로72길 46,37.5653083,127.0799294,36,6.0
527,527,3030영어교습소,서울특별시 광진구 구의강변로 96,37.5384981,127.0946643,10,5.0
528,528,엠수학학원,서울특별시 광진구 뚝섬로 558,37.5340724,127.0718277,30,69.0
529,529,와와학습코칭학원,서울특별시 광진구 광나루로 584,37.54305129999999,127.0935523,744,75.0
530,530,시몽?SM미술학원,서울특별시 광진구 자양로50길 18,37.5519443,127.0933075,430,63.0
531,531,구의수학의달인수학교습소,서울특별시 광진구 광나루로30나길 28,37.5432545,127.0831681,73,9.0
532,532,POS과학전문학원&Fim수학학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,130,72.0
533,533,트리니티잉글리쉬영어교습소,서울특별시 광진구 용마산로3길 102,37.5574222,127.082833,63,7.0
534,534,코람데오미술교습소,서울특별시 광진구 아차산로66길 92,37.5421538,127.1015045,8,9.0
535,535,즐거운창작소미술교습소,서울특별시 광진구 광나루로39길 11,37.5454994,127.0887779,14,4.0
536,536,솔루니독서논술교습소,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,25,5.0
