,Unnamed: 0,도로명주소,업태구분명,좌표
1896,1896,"서울특별시 광진구 구의로16길 88, 지하1층 (구의동)",커피숍,"37.5437397, 127.0915066"
1897,1897,"서울특별시 광진구 아차산로 229, 한림타워 2층 202호 (화양동)",커피숍,"37.538847, 127.0919729"
1898,1898,"서울특별시 광진구 뚝섬로62길 12, 1층 (자양동)",편의점,"37.5318237, 127.0883931"
1899,1899,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
1900,1900,"서울특별시 광진구 능동로 120, 건국대학교 지층 101호 (화양동)",커피숍,"37.54184695, 127.07711486219412"
1901,1901,"서울특별시 광진구 능동로4길 3, 1층 (자양동)",커피숍,"37.5320251, 127.0701166"
1902,1902,"서울특별시 광진구 아차산로39길 28, 1층 (자양동)",편의점,"37.5381412, 127.0788822"
1903,1903,"서울특별시 광진구 자양로22길 23, 1층 (구의동)",기타 휴게음식점,"37.5396939, 127.0857016"
1904,1904,"서울특별시 광진구 용마산로 28, 1층 (중곡동)",커피숍,"37.5678699, 127.0861846"
1905,1905,"서울특별시 광진구 아차산로78길 72, 학산코스모스텔 1층 101-1호 (광장동)",편의점,"37.5512134, 127.11048207590466"
1906,1906,"서울특별시 광진구 구천면로 14, 광진구민체육센타 2층 (광장동)",커피숍,"37.5462597, 127.1085871"
1907,1907,"서울특별시 광진구 자양로 194, 1층 (구의동)",편의점,"37.5287142, 127.0883594"
1908,1908,"서울특별시 광진구 자양로28길 12, 1층 (구의동)",기타 휴게음식점,"37.541602, 127.0888944"
1909,1909,"서울특별시 광진구 면목로 136-1, 1층 (중곡동)",편의점,"37.5607168, 127.0784142"
1910,1910,"서울특별시 광진구 자양번영로11길 31, 1층 (자양동)",편의점,"37.5369856, 127.0765146"
1911,1911,"서울특별시 광진구 자양로15길 80, 1층 (자양동)",일반조리판매,"37.5340385, 127.0783474"
1912,1912,"서울특별시 광진구 동일로 274, 광진빌딩 2층 (군자동)",기타 휴게음식점,"37.5393636, 127.0624104"
1913,1913,"서울특별시 광진구 능동로48길 77, 1층 101호 (중곡동)",커피숍,"37.5618735, 127.0858074"
1914,1914,"서울특별시 광진구 뚝섬로34길 25-19, 현대10차아파트 상가동 101호 (자양동)",편의점,"37.5329285, 127.0703885"
1915,1915,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1916,1916,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",커피숍,"37.538956049999996, 127.07142585170553"
1917,1917,"서울특별시 광진구 능동로 337-1, 1층 (중곡동)",편의점,"37.5424924, 127.071777"
1918,1918,"서울특별시 광진구 광나루로 595, 상가동 지하1층 비07호 (광장동, 광장자이아파트)",커피숍,"37.54006, 127.09724"
1919,1919,"서울특별시 광진구 광나루로52길 98, 1층 (구의동)",편의점,"37.5400271, 127.0927517"
1920,1920,"서울특별시 광진구 능동로16길 51, 지층 (화양동)",커피숍,"37.5447699, 127.0746877"
1921,1921,"서울특별시 광진구 능동로 149, 1층 (화양동)",커피숍,"37.5340314, 127.0678046"
1922,1922,"서울특별시 광진구 아차산로44길 5, 1층 (자양동)",커피숍,"37.5364568, 127.0796924"
1923,1923,"서울특별시 광진구 광나루로 392, 지하1층 (화양동)",일반조리판매,"37.5473263, 127.0731967"
1924,1924,"서울특별시 광진구 아차산로 503, 현대아파트(상가동) 1층 104,105호 (광장동)",일반조리판매,"37.538847, 127.0919729"
1925,1925,"서울특별시 광진구 광장로 75, 2층 (광장동)",커피숍,"37.5473486, 127.1041974"
1926,1926,"서울특별시 광진구 광나루로20길 13-10, 1층 (화양동)",편의점,"37.546084, 127.074361"
1927,1927,"서울특별시 광진구 용마산로8나길 17, 1층 (중곡동)",편의점,"37.560256, 127.0896388"
1928,1928,"서울특별시 광진구 자양로 35, 자양성모병원 1층 (자양동)",커피숍,"37.5287142, 127.0883594"
1929,1929,"서울특별시 광진구 광나루로 382, 1층 104호 (화양동, 아스하임)",커피숍,"37.54006, 127.09724"
1930,1930,"서울특별시 광진구 자양로 154, 1층 105,106호 (구의동, 솔렌시아)",편의점,"37.5287142, 127.0883594"
1931,1931,"서울특별시 광진구 자양로23길 65, 1층 1호 (구의동)",커피숍,"37.5423228, 127.0831644"
1932,1932,"서울특별시 광진구 광장로 53, 1층 102호 (광장동)",커피숍,"37.5473486, 127.1041974"
1933,1933,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1934,1934,"서울특별시 광진구 뚝섬로 513, 1층 (자양동)",편의점,"37.53347, 127.0883"
1935,1935,"서울특별시 광진구 긴고랑로13길 34, 1층 (중곡동)",커피숍,"37.5631813, 127.0819859"
1936,1936,"서울특별시 광진구 아차산로 537-17, 1층 16호 (광장동, 광장힐스테이트)",일반조리판매,"37.538847, 127.0919729"
1937,1937,"서울특별시 광진구 능동로 18, 1층 104호 (자양동, 이튼타워리버3차)",편의점,"37.5340314, 127.0678046"
1938,1938,"서울특별시 광진구 자양로18길 59, 두례빌딩 2층 (구의동)",일반조리판매,"37.5381339, 127.0865345"
1939,1939,"서울특별시 광진구 아차산로55길 26, 1층 (구의동)",일반조리판매,"37.5397487, 127.0864326"
1940,1940,"서울특별시 광진구 아차산로 218, 성원빌딩 3층 302호 (자양동)",커피숍,"37.538847, 127.0919729"
1941,1941,"서울특별시 광진구 아차산로29길 29, 1층 (화양동)",기타 휴게음식점,"37.5425828, 127.0689288"
1942,1942,"서울특별시 광진구 능동로13길 70-1, 1층 (화양동)",편의점,"37.54449, 127.0694089"
1943,1943,"서울특별시 광진구 광나루로52길 98, 1층 (구의동)",편의점,"37.5400271, 127.0927517"
1944,1944,"서울특별시 광진구 동일로2길 38, 1층 (자양동)",기타 휴게음식점,"37.5355818, 127.061943"
1945,1945,"서울특별시 광진구 자양로 311, 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
1946,1946,"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 2층 202호 (구의동)",커피숍,"37.53441, 127.09268"
1947,1947,"서울특별시 광진구 용마산로7길 8, 천우빌딩 1층 (중곡동)",편의점,"37.5594652, 127.0859312"
1948,1948,"서울특별시 광진구 능동로 120, 건국대학교 기숙사 지하1층 (화양동)",편의점,"37.54184695, 127.07711486219412"
1949,1949,"서울특별시 광진구 뚝섬로56길 60, 서진빌딩 1층 102호 (자양동)",기타 휴게음식점,"37.5298042, 127.0821658"
1950,1950,"서울특별시 광진구 뚝섬로49길 11-1, 1층 (자양동)",편의점,"37.5325199, 127.0792127"
1951,1951,"서울특별시 광진구 능동로 216, 어린이대공원 희망마루옆 (능동)",푸드트럭,"37.5340314, 127.0678046"
1952,1952,"서울특별시 광진구 능동로13길 59, 1층 1호 (화양동)",편의점,"37.54449, 127.0694089"
1953,1953,"서울특별시 광진구 광나루로24길 29, 1층 (화양동)",커피숍,"37.5453422, 127.0791408"
1954,1954,"서울특별시 광진구 아차산로29길 28, 1층 1호 (화양동)",패스트푸드,"37.5425828, 127.0689288"
1955,1955,"서울특별시 광진구 뚝섬로52길 13, 1층 (자양동)",커피숍,"37.5303492, 127.0788659"
1956,1956,"서울특별시 광진구 강변북로 68, 뚝섬전망복합문화시설 1층 (자양동)",편의점,"37.5308541, 127.06600892972135"
1957,1957,"서울특별시 광진구 뚝섬로56길 59, 광운빌딩 1층 101호 (자양동)",편의점,"37.5298042, 127.0821658"
1958,1958,"서울특별시 광진구 아차산로78길 90, 1층 (광장동)",커피숍,"37.5506405, 127.110448"
1959,1959,"서울특별시 광진구 강변북로 68, 뚝섬전망복합문화시설 1층 (자양동)",커피숍,"37.5308541, 127.06600892972135"
1960,1960,"서울특별시 광진구 천호대로102길 9, 1층 (군자동)",커피숍,"37.55781555, 127.07403095415842"
1961,1961,"서울특별시 광진구 아차산로 375, 크레신타워3차 1층 101호 (구의동)",편의점,"37.538847, 127.0919729"
1962,1962,"서울특별시 광진구 뚝섬로32길 33, 1층 (자양동)",일반조리판매,"37.5346978, 127.067068"
1963,1963,"서울특별시 광진구 능동로 110, 스타시티영존 A동 지하2층 B213호 (화양동)",일반조리판매,"37.5340314, 127.0678046"
1964,1964,"서울특별시 광진구 동일로20길 91, 1층 (자양동)",커피숍,"37.5405118, 127.0668855"
1965,1965,"서울특별시 광진구 동일로60길 7, 1층 (군자동)",편의점,"37.5585872, 127.0739923"
1966,1966,"서울특별시 광진구 능동로8길 19, 1층 (자양동)",기타 휴게음식점,"37.5364687, 127.0700048"
1967,1967,"서울특별시 광진구 능동로 209, 세종대학교대양AI센터 1층 (군자동)",커피숍,"37.5510717, 127.0752624"
1968,1968,"서울특별시 광진구 뚝섬로27길 43, 1층 (자양동)",편의점,"37.536557, 127.0661265"
1969,1969,"서울특별시 광진구 아차산로30길 15, 1층 (자양동)",패스트푸드,"37.539866, 127.0674768"
1970,1970,"서울특별시 광진구 아차산로 244, 지하1층 (자양동)",일반조리판매,"37.538368, 127.090389"
1971,1971,"서울특별시 광진구 동일로28길 9, 1층 (화양동)",커피숍,"37.5458699, 127.0700341"
1972,1972,"서울특별시 광진구 아차산로33길 63, 1층 (화양동)",커피숍,"37.5418162, 127.0705566"
1973,1973,"서울특별시 광진구 구의로 39, 1층 (구의동)",편의점,"37.537839, 127.089116"
1974,1974,"서울특별시 광진구 뚝섬로26길 46, 1층 (자양동)",커피숍,"37.5344883, 127.0661053"
1975,1975,"서울특별시 광진구 광나루로36길 38, 1층 (구의동)",커피숍,"37.5435491, 127.0864008"
1976,1976,"서울특별시 광진구 동일로32길 18, 1층 (군자동)",편의점,"37.5496363, 127.0692652"
1977,1977,"서울특별시 광진구 능동로 216, 어린이대공원 놀이동산관리동 1층 (능동)",패스트푸드,"37.5340314, 127.0678046"
1978,1978,"서울특별시 광진구 면목로 161, 중곡빌딩 1층 (중곡동)",일반조리판매,"37.5671595, 127.0819519"
1979,1979,"서울특별시 광진구 자양로26길 92, 1층 (구의동)",일반조리판매,"37.5410325, 127.086969"
1980,1980,"서울특별시 광진구 아차산로 262, 지하1층 (자양동, 더샵스타시티)",백화점,"37.538847, 127.0919729"
1981,1981,"서울특별시 광진구 천호대로 533, 동진빌딩 1층 (중곡동)",편의점,"37.5534728, 127.0884141"
1982,1982,"서울특별시 광진구 뚝섬로31길 43, 조양어린이집 1층 (자양동)",편의점,"37.5364436, 127.0679284"
1983,1983,"서울특별시 광진구 광장로 67, 라드빌 1층 (광장동)",커피숍,"37.5473486, 127.1041974"
1984,1984,"서울특별시 광진구 자양번영로2길 33, 1층 102호 (자양동, 마이하우스)",커피숍,"37.5304365, 127.0784288"
1985,1985,"서울특별시 광진구 아차산로 417, 1층 102호 (구의동)",편의점,"37.538847, 127.0919729"
1986,1986,"서울특별시 광진구 아차산로 471, CS PLAZA 1층 (구의동)",커피숍,"37.538847, 127.0919729"
1987,1987,"서울특별시 광진구 자양로5길 30, 나동 1층 102호 (자양동, 한양팰리스)",커피숍,"37.53124, 127.0843194"
1988,1988,"서울특별시 광진구 능동로 403-1, 1층 (중곡동)",커피숍,"37.5424924, 127.071777"
1989,1989,"서울특별시 광진구 동일로38길 15, 1층 (군자동)",커피숍,"37.5514729, 127.070474"
1990,1990,"서울특별시 광진구 능동로47길 23, 1층 (중곡동)",일반조리판매,"37.5633468, 127.0813451"
1991,1991,"서울특별시 광진구 자양로3길 6, 1층 (자양동)",커피숍,"37.5305798, 127.0839974"
1992,1992,"서울특별시 광진구 아차산로 345, 1층 126호 (자양동, 래미안프리미어팰리스)",커피숍,"37.538847, 127.0919729"
1993,1993,"서울특별시 광진구 뚝섬로 634, 2층 (자양동)",일반조리판매,"37.53347, 127.0883"
1994,1994,"서울특별시 광진구 뚝섬로54길 31, 1층 (자양동)",편의점,"37.5297019, 127.08053"
1995,1995,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
1996,1996,"서울특별시 광진구 자양로39길 22, 지하1층 (구의동)",커피숍,"37.5491236, 127.0883938"
1997,1997,"서울특별시 광진구 용마산로 4, 1층 (중곡동)",커피숍,"37.55827815, 127.08750348138338"
1998,1998,"서울특별시 광진구 뚝섬로55길 7, 1층 (자양동)",커피숍,"37.5326809, 127.0819095"
1999,1999,"서울특별시 광진구 능동로 21, 1층 (자양동)",커피숍,"37.5634496, 127.0834399"
2000,2000,"서울특별시 광진구 군자로 108, 세종 힐 라움 1층 108호 (군자동)",일반조리판매,"37.5433395, 127.071636"
2001,2001,"서울특별시 광진구 긴고랑로 162-1, 1층 (중곡동)",편의점,"37.56369, 127.0782554"
2002,2002,"서울특별시 광진구 능동로 123, 1층 (화양동)",커피숍,"37.5340314, 127.0678046"
2003,2003,"서울특별시 광진구 뚝섬로51길 49, 101호 (자양동, 세인빌딩)",커피숍,"37.5335754, 127.0801186"
2004,2004,"서울특별시 광진구 광나루로 545, A동 1층 1호 (구의동, 래미안파크스위트)",커피숍,"37.54006, 127.09724"
2005,2005,"서울특별시 광진구 아차산로30길 8, 1층 2호 (자양동)",커피숍,"37.539866, 127.0674768"
2006,2006,"서울특별시 광진구 능동로13길 34, 1층 (화양동)",커피숍,"37.54449, 127.0694089"
2007,2007,"서울특별시 광진구 아차산로 229, 한림타워 1층 104호 (화양동)",커피숍,"37.538847, 127.0919729"
2008,2008,"서울특별시 광진구 능동로3길 67, 1층 101호 (자양동, 드림리버뷰)",커피숍,"37.5335692, 127.0665157"
2009,2009,"서울특별시 광진구 용마산로1길 96, 1층 (중곡동)",패스트푸드,"37.5557233, 127.085395"
2010,2010,"서울특별시 광진구 능동로 133-1, 1층 (화양동)",커피숍,"37.5424924, 127.071777"
2011,2011,"서울특별시 광진구 동일로26길 62, 1층 (화양동)",커피숍,"37.544978, 127.0678273"
2012,2012,"서울특별시 광진구 동일로22길 25, 정하빌딩 1층 (화양동)",편의점,"37.5416499, 127.0674994"
2013,2013,"서울특별시 광진구 뚝섬로 645, 1층 (자양동)",커피숍,"37.53347, 127.0883"
2014,2014,"서울특별시 광진구 아차산로 272, 더샵스타시티 지하1층 (자양동)",떡카페,"37.538418, 127.07323878135787"
2015,2015,"서울특별시 광진구 능동로13길 40, 1층 (화양동)",커피숍,"37.54449, 127.0694089"
2016,2016,"서울특별시 광진구 동일로60길 41-13, 1층 (군자동)",커피숍,"37.5572164, 127.0759635"
2017,2017,"서울특별시 광진구 아차산로 229, 한림타워 1층 104호일부,106,107,108호 (화양동)",패스트푸드,"37.538847, 127.0919729"
2018,2018,"서울특별시 광진구 능동로 354, 1층 (중곡동)",편의점,"37.5340314, 127.0678046"
2019,2019,"서울특별시 광진구 아차산로39길 16, 화광 1층 (자양동)",패스트푸드,"37.5387705, 127.0767158"
2020,2020,"서울특별시 광진구 광나루로19길 38, 1,2층 (군자동)",커피숍,"37.54934885, 127.07319209360881"
2021,2021,"서울특별시 광진구 뚝섬로50길 16, 1층 (자양동)",편의점,"37.5310838, 127.0779279"
2022,2022,"서울특별시 광진구 천호대로129길 29, 1층 (중곡동)",편의점,"37.553229, 127.0914259"
2023,2023,"서울특별시 광진구 광나루로56길 66, 구의현대2단지아파트 1층 102(일부)호 (구의동)",커피숍,"37.53781, 127.09669"
2024,2024,"서울특별시 광진구 천호대로 618, 삼화빌딩 1층 (능동)",커피숍,"37.5534728, 127.0884141"
2025,2025,"서울특별시 광진구 광나루로 532, 1층 1호 (구의동)",편의점,"37.54006, 127.09724"
2026,2026,"서울특별시 광진구 능동로13길 101, 1층 (화양동)",커피숍,"37.54449, 127.0694089"
2027,2027,"서울특별시 광진구 능동로13길 65, 2층 (화양동)",커피숍,"37.54449, 127.0694089"
2028,2028,"서울특별시 광진구 능동로16길 35, 1층 (화양동)",편의점,"37.5447699, 127.0746877"
2029,2029,"서울특별시 광진구 뚝섬로64길 24, 1층 (자양동)",커피숍,"37.5330439, 127.0888302"
2030,2030,"서울특별시 광진구 능동로 209, 세종대학교 학생회관 1층 (군자동)",편의점,"37.5510717, 127.0752624"
2031,2031,"서울특별시 광진구 광나루로 375-1, 2층 (군자동)",커피숍,"37.5448934, 127.0883438"
